review_run_id,role_id,role_name,prompt_variant,model_family,model_variant,item_order_index,item_key,construct,facet,construct_relevance,facet_relevance,clarity,single_construct_purity,response_scale_suitability,recall_period_suitability,mongolian_cultural_appropriateness,safety_ethical_acceptability,adjacent_construct_overlap,double_barreled_risk,leading_wording_risk,social_desirability_risk,shame_moral_judgment_risk,reverse_wording_risk,likely_cross_loading,potential_copyright_similarity,suggested_disposition,observable_rationale,optional_rewrite,synthetic_review_only
ER-R8-C,R8,measurement_data_science,boundary-stress-v2,GPT-5.6,gpt-5.6-terra,1,RR01,restrictive_rebound,rigid_rules,4,4,4,3,4,4,4,3,moderate,low,low,moderate,moderate,none,moderate,none,retain,Deviation and collapse wording can also capture self-evaluation but the food-rule trigger is explicit.,,true
ER-R8-C,R8,measurement_data_science,boundary-stress-v2,GPT-5.6,gpt-5.6-terra,2,UC01,uncontrolled_eating,stopping,4,4,4,4,4,4,4,3,moderate,none,low,moderate,moderate,none,moderate,none,retain,Stopping difficulty after eating begins is directly stated but may be interpreted as loss of control.,,true
ER-R8-C,R8,measurement_data_science,boundary-stress-v2,GPT-5.6,gpt-5.6-terra,3,BI04,body_image_avoidance,social_participation,4,4,4,4,4,4,4,3,low,none,low,moderate,moderate,none,low,none,retain,The appearance concern and avoided social activity are both explicit and preserve the intended boundary.,,true
ER-R8-C,R8,measurement_data_science,boundary-stress-v2,GPT-5.6,gpt-5.6-terra,4,UC02,uncontrolled_eating,intended_amount,4,4,4,3,4,4,4,3,moderate,none,low,moderate,moderate,none,moderate,none,retain,Amount beyond the initial intention is clear but can reflect planned flexibility rather than stopping difficulty.,,true
ER-R8-C,R8,measurement_data_science,boundary-stress-v2,GPT-5.6,gpt-5.6-terra,5,HA06,habit_automaticity,deliberate_choice,4,4,4,3,4,4,4,4,moderate,none,low,low,low,moderate,moderate,none,retain,Deliberate choice is observable but may overlap with self-regulation and is reverse-worded.,,true
ER-R8-C,R8,measurement_data_science,boundary-stress-v2,GPT-5.6,gpt-5.6-terra,6,BI06,body_image_avoidance,participation_despite_discomfort,4,4,4,3,4,4,4,3,moderate,low,low,moderate,moderate,moderate,moderate,none,retain,Participation despite discomfort is relevant but combines appearance discomfort with activity participation and is reverse-worded.,,true
ER-R8-C,R8,measurement_data_science,boundary-stress-v2,GPT-5.6,gpt-5.6-terra,7,IM01,implementation_maintenance_friction,action_clarity,4,4,4,3,4,4,4,4,moderate,low,low,low,low,none,moderate,none,retain,Unclear timing is linked to not starting but the stated cause and behavior are separable elements.,,true
ER-R8-C,R8,measurement_data_science,boundary-stress-v2,GPT-5.6,gpt-5.6-terra,8,SE03,eating_self_efficacy,social,4,4,4,4,4,3,4,4,moderate,none,low,moderate,low,none,moderate,none,retain,The item asks confidence in a chosen action in a social context; the 14-day anchor is less natural for confidence.,,true
ER-R8-C,R8,measurement_data_science,boundary-stress-v2,GPT-5.6,gpt-5.6-terra,9,BI03,body_image_avoidance,clothing,4,4,4,4,4,4,4,3,low,none,low,moderate,moderate,none,low,none,retain,Appearance concern is explicitly tied to not choosing wanted clothing.,,true
ER-R8-C,R8,measurement_data_science,boundary-stress-v2,GPT-5.6,gpt-5.6-terra,10,UC05,uncontrolled_eating,unplanned_continuation,4,4,4,3,4,4,4,3,moderate,none,low,moderate,moderate,none,moderate,none,retain,Starting with a small amount then continuing is clear but can indicate flexible eating rather than impaired control.,,true
ER-R8-C,R8,measurement_data_science,boundary-stress-v2,GPT-5.6,gpt-5.6-terra,11,BI01,body_image_avoidance,photographs,4,4,4,4,4,4,4,3,low,none,low,moderate,moderate,none,low,none,retain,The stated appearance concern and photograph avoidance are directly linked.,,true
ER-R8-C,R8,measurement_data_science,boundary-stress-v2,GPT-5.6,gpt-5.6-terra,12,SE02,eating_self_efficacy,time_pressure,4,4,4,3,4,3,4,4,moderate,low,low,low,low,none,moderate,none,retain,Confidence is clear but possible food choices under time pressure can also depend on access and circumstances.,,true
ER-R8-C,R8,measurement_data_science,boundary-stress-v2,GPT-5.6,gpt-5.6-terra,13,BI05,body_image_avoidance,movement_participation,4,4,4,4,4,4,4,3,low,none,low,moderate,moderate,none,low,none,retain,Fear that others notice the body is explicitly linked to avoiding movement.,,true
ER-R8-C,R8,measurement_data_science,boundary-stress-v2,GPT-5.6,gpt-5.6-terra,14,HA05,habit_automaticity,low_deliberation,4,4,4,3,4,4,4,4,moderate,low,low,low,low,none,moderate,none,retain,Not considering desire when choosing a snack indicates low deliberation but also touches hunger awareness.,,true
ER-R8-C,R8,measurement_data_science,boundary-stress-v2,GPT-5.6,gpt-5.6-terra,15,EE06,emotional_eating,affect_tolerance,4,4,4,3,4,4,4,3,moderate,none,low,moderate,moderate,moderate,moderate,none,retain,Managing unpleasant feelings without eating overlaps affect coping and is reverse-worded.,,true
ER-R8-C,R8,measurement_data_science,boundary-stress-v2,GPT-5.6,gpt-5.6-terra,16,EE01,emotional_eating,stress,4,4,4,3,4,4,4,3,moderate,low,low,moderate,moderate,none,moderate,none,retain,Stress and eating while not hungry are explicit but the latter also invokes hunger awareness.,,true
ER-R8-C,R8,measurement_data_science,boundary-stress-v2,GPT-5.6,gpt-5.6-terra,17,RR04,restrictive_rebound,rebound,4,4,4,3,4,4,4,2,high,low,moderate,high,high,none,high,none,minor_rewrite,The phrase хяналтгүй can imply a clinical loss-of-control state and the remaining-day response mixes rebound with control.,Нэг удаа төлөвлөснөөс өөр идсэний дараа үлдсэн өдрийн хооллолтын төлөвлөгөөгөө орхисон.,true
ER-R8-C,R8,measurement_data_science,boundary-stress-v2,GPT-5.6,gpt-5.6-terra,18,UC03,uncontrolled_eating,momentum,4,4,4,3,4,4,4,3,moderate,none,low,moderate,moderate,none,moderate,none,retain,Continuing despite noticing fullness is observable but overlaps use of satiety signals.,,true
ER-R8-C,R8,measurement_data_science,boundary-stress-v2,GPT-5.6,gpt-5.6-terra,19,IM03,implementation_maintenance_friction,minimum_version,4,4,3,3,4,4,4,4,moderate,none,low,low,low,moderate,moderate,none,minor_rewrite,Smallest version is a planning concept that may be undefined and the item is reverse-worded.,Завгүй өдөр хийх хамгийн жижиг хувилбараа урьдчилан бэлдсэн байсан.,true
ER-R8-C,R8,measurement_data_science,boundary-stress-v2,GPT-5.6,gpt-5.6-terra,20,EC02,external_cue_reactivity,smell_cue,4,4,4,3,4,4,4,4,moderate,low,low,low,low,none,moderate,none,retain,Smell cue is clear but deciding to eat also overlaps intention and self-efficacy.,,true
ER-R8-C,R8,measurement_data_science,boundary-stress-v2,GPT-5.6,gpt-5.6-terra,21,EE03,emotional_eating,boredom,4,4,4,3,4,4,4,4,moderate,low,low,low,low,none,moderate,none,retain,Boredom and eating are explicit but the comparison with finding something to do adds an alternative coping behavior.,,true
ER-R8-C,R8,measurement_data_science,boundary-stress-v2,GPT-5.6,gpt-5.6-terra,22,HA02,habit_automaticity,sequence,4,4,3,4,4,4,4,4,moderate,low,low,low,low,none,moderate,none,minor_rewrite,The recurring preceding action is unspecified so the sequence may be interpreted inconsistently.,Нэг үйлдлийн дараа юм идэх нь надад автоматаар давтагддаг болсон.,true
ER-R8-C,R8,measurement_data_science,boundary-stress-v2,GPT-5.6,gpt-5.6-terra,23,SE06,eating_self_efficacy,fatigue,4,4,3,3,4,3,4,4,moderate,low,low,low,low,none,moderate,none,minor_rewrite,Smallest version is not operationalized and the past-14-day anchor for confidence may be read as behavior frequency.,Ядарсан үедээ өөрт боломжтой жижиг алхмаа сонгож чадна гэдэгтээ хэр итгэлтэй байсан бэ?,true
ER-R8-C,R8,measurement_data_science,boundary-stress-v2,GPT-5.6,gpt-5.6-terra,24,HS03,hunger_satiety_awareness,late_hunger,4,4,4,4,4,4,4,4,low,none,low,low,low,none,low,none,retain,Late recognition of hunger is a direct awareness indicator.,,true
ER-R8-C,R8,measurement_data_science,boundary-stress-v2,GPT-5.6,gpt-5.6-terra,25,AC02,response_quality,semantic_consistency,3,4,3,3,3,4,4,4,moderate,none,low,low,low,none,moderate,none,hold,The wording asks about a perceived requirement and can reflect misunderstanding rather than response quality.,,true
ER-R8-C,R8,measurement_data_science,boundary-stress-v2,GPT-5.6,gpt-5.6-terra,26,EE02,emotional_eating,sadness,4,4,4,3,4,4,4,3,moderate,none,low,moderate,moderate,none,moderate,none,retain,Perceived brief comfort from eating when sad is clear but also measures expected emotion regulation.,,true
ER-R8-C,R8,measurement_data_science,boundary-stress-v2,GPT-5.6,gpt-5.6-terra,27,EC04,external_cue_reactivity,digital_cue,4,4,4,3,4,4,4,4,moderate,low,low,low,low,none,moderate,none,retain,Digital food cues and lingering food thoughts are linked but attention persistence may extend beyond cue reactivity.,,true
ER-R8-C,R8,measurement_data_science,boundary-stress-v2,GPT-5.6,gpt-5.6-terra,28,UC06,uncontrolled_eating,pause_capacity,4,4,4,3,4,4,4,3,moderate,low,low,moderate,moderate,moderate,moderate,none,retain,Pausing to decide is relevant but mixes interruption ability with reflective decision-making and is reverse-worded.,,true
ER-R8-C,R8,measurement_data_science,boundary-stress-v2,GPT-5.6,gpt-5.6-terra,29,HS06,hunger_satiety_awareness,signal_use,4,4,4,3,4,4,4,4,moderate,low,low,low,low,none,moderate,none,retain,Clear body signals are linked to decisions about both starting and stopping so two applications are present.,,true
ER-R8-C,R8,measurement_data_science,boundary-stress-v2,GPT-5.6,gpt-5.6-terra,30,HS04,hunger_satiety_awareness,comfortable_fullness,4,4,4,4,4,4,4,4,low,none,low,low,low,moderate,low,none,retain,Recognizing comfortable fullness while eating directly fits the facet and is reverse-worded.,,true
ER-R8-C,R8,measurement_data_science,boundary-stress-v2,GPT-5.6,gpt-5.6-terra,31,EC01,external_cue_reactivity,visual_cue,4,4,4,3,4,4,4,4,moderate,none,low,low,low,none,moderate,none,retain,Seeing food and desire without hunger is clear but also invokes hunger discrimination.,,true
ER-R8-C,R8,measurement_data_science,boundary-stress-v2,GPT-5.6,gpt-5.6-terra,32,IM06,implementation_maintenance_friction,repeatability,4,4,4,4,4,4,4,4,low,none,low,low,low,none,low,none,retain,Difficulty repeating a completed action across days directly captures maintenance friction.,,true
ER-R8-C,R8,measurement_data_science,boundary-stress-v2,GPT-5.6,gpt-5.6-terra,33,HS02,hunger_satiety_awareness,hunger_discrimination,4,4,4,3,4,4,4,4,moderate,none,low,low,low,moderate,moderate,none,retain,Distinguishing hunger from desire is relevant but can overlap cue response and is reverse-worded.,,true
ER-R8-C,R8,measurement_data_science,boundary-stress-v2,GPT-5.6,gpt-5.6-terra,34,RR06,restrictive_rebound,flexible_return,4,4,4,3,4,4,4,3,moderate,low,low,moderate,moderate,moderate,moderate,none,retain,Returning to a normal rhythm after deviation fits flexibility but uses an implicitly desirable response and reverse wording.,,true
ER-R8-C,R8,measurement_data_science,boundary-stress-v2,GPT-5.6,gpt-5.6-terra,35,HA03,habit_automaticity,awareness_lag,4,4,4,4,4,4,4,4,low,none,low,low,low,none,low,none,retain,Noticing eating only after it began directly represents delayed awareness of automatic initiation.,,true
ER-R8-C,R8,measurement_data_science,boundary-stress-v2,GPT-5.6,gpt-5.6-terra,36,EE04,emotional_eating,loneliness,4,4,4,3,4,4,4,3,moderate,none,low,moderate,moderate,none,moderate,none,retain,Loneliness-linked desire is explicit but it measures desire rather than eating behavior.,,true
ER-R8-C,R8,measurement_data_science,boundary-stress-v2,GPT-5.6,gpt-5.6-terra,37,RR05,restrictive_rebound,tightening,4,4,4,4,4,4,4,3,moderate,none,low,moderate,moderate,none,moderate,none,retain,Stricter rules after a deviation directly fits rebound but has a moralized deviation frame.,,true
ER-R8-C,R8,measurement_data_science,boundary-stress-v2,GPT-5.6,gpt-5.6-terra,38,AC01,response_quality,instructional_check,4,4,4,4,1,4,4,4,none,none,high,low,low,none,none,none,hold,This is an instruction check rather than a frequency report so the displayed frequency scale is not response-compatible.,,true
ER-R8-C,R8,measurement_data_science,boundary-stress-v2,GPT-5.6,gpt-5.6-terra,39,HA01,habit_automaticity,automatic_start,4,4,4,4,4,4,4,4,moderate,low,low,low,low,none,moderate,none,retain,A specified time or place and unthinking reach for food directly indicate automatic context-linked action.,,true
ER-R8-C,R8,measurement_data_science,boundary-stress-v2,GPT-5.6,gpt-5.6-terra,40,IM05,implementation_maintenance_friction,resumption,4,4,4,3,4,4,4,4,moderate,none,low,low,low,moderate,moderate,none,retain,Resuming at the next opportunity is relevant but reverse wording and unspecified action can broaden interpretation.,,true
ER-R8-C,R8,measurement_data_science,boundary-stress-v2,GPT-5.6,gpt-5.6-terra,41,EC05,external_cue_reactivity,preoccupation,4,4,4,3,4,4,4,3,moderate,none,low,moderate,moderate,none,moderate,none,retain,Food thoughts that distract attention fit preoccupation but can also reflect broader intrusive-thought concerns.,,true
ER-R8-C,R8,measurement_data_science,boundary-stress-v2,GPT-5.6,gpt-5.6-terra,42,UC04,uncontrolled_eating,subjective_control,4,4,4,3,4,4,4,2,high,none,low,high,high,none,high,none,minor_rewrite,Feeling unable to control oneself can imply a clinical loss-of-control state and invite shame.,Идэж байхдаа үргэлжлүүлэх эсэхээ шийдэхэд хэцүү байсан.,true
ER-R8-C,R8,measurement_data_science,boundary-stress-v2,GPT-5.6,gpt-5.6-terra,43,EE05,emotional_eating,frustration,4,4,4,3,4,4,4,3,moderate,none,low,moderate,moderate,none,moderate,none,retain,Turning to food after anger or frustration joins two affect states but stays within emotional eating.,,true
ER-R8-C,R8,measurement_data_science,boundary-stress-v2,GPT-5.6,gpt-5.6-terra,44,SE01,eating_self_efficacy,stress,4,4,4,4,4,3,4,4,moderate,none,low,low,low,none,moderate,none,retain,Confidence in implementing a chosen flexible plan under stress is directly stated; the recall anchor may be interpreted variably.,,true
ER-R8-C,R8,measurement_data_science,boundary-stress-v2,GPT-5.6,gpt-5.6-terra,45,RR03,restrictive_rebound,dichotomous_evaluation,4,4,4,3,4,4,4,2,high,none,moderate,high,high,none,high,none,minor_rewrite,Calling a day a failure captures dichotomous evaluation but is strongly moralized and overlaps general self-evaluation.,Төлөвлөгөөгөө яг дагаагүй бол тэр өдрийг бүхэлд нь орхисон мэт санагдсан.,true
ER-R8-C,R8,measurement_data_science,boundary-stress-v2,GPT-5.6,gpt-5.6-terra,46,IM02,implementation_maintenance_friction,setup_burden,4,4,4,4,4,4,4,4,low,none,low,low,low,none,low,none,retain,Preparation burden delaying the plan is directly framed as implementation friction.,,true
ER-R8-C,R8,measurement_data_science,boundary-stress-v2,GPT-5.6,gpt-5.6-terra,47,IM04,implementation_maintenance_friction,disruption,4,4,4,3,4,4,4,4,moderate,none,low,low,low,none,moderate,none,retain,A changed schedule and total plan interruption are explicit but external constraints may also drive the response.,,true
ER-R8-C,R8,measurement_data_science,boundary-stress-v2,GPT-5.6,gpt-5.6-terra,48,HS01,hunger_satiety_awareness,early_hunger,4,4,4,4,4,4,4,4,low,none,low,low,low,moderate,low,none,retain,Recognizing bodily signals before hunger becomes intense directly fits early awareness and is reverse-worded.,,true
ER-R8-C,R8,measurement_data_science,boundary-stress-v2,GPT-5.6,gpt-5.6-terra,49,HA04,habit_automaticity,context_trigger,4,4,4,3,4,4,4,4,moderate,none,low,low,low,none,moderate,none,retain,Familiar setting and self-starting eating indicate context triggering but the action can overlap cue reactivity.,,true
ER-R8-C,R8,measurement_data_science,boundary-stress-v2,GPT-5.6,gpt-5.6-terra,50,RR02,restrictive_rebound,prohibition,4,4,4,4,4,4,4,3,moderate,none,low,moderate,moderate,none,moderate,none,retain,Complete self-imposed food prohibition directly captures rigid rules but may reflect medical or cultural restrictions.,,true
ER-R8-C,R8,measurement_data_science,boundary-stress-v2,GPT-5.6,gpt-5.6-terra,51,EC03,external_cue_reactivity,availability,4,4,4,3,4,4,4,4,moderate,none,low,low,low,none,moderate,none,retain,Nearby available food and unplanned eating are clear but availability may overlap planning constraints.,,true
ER-R8-C,R8,measurement_data_science,boundary-stress-v2,GPT-5.6,gpt-5.6-terra,52,BI02,body_image_avoidance,mirror,4,4,4,4,4,4,4,3,low,none,low,moderate,moderate,none,low,none,retain,Feeling uncomfortable seeing the body is directly linked to mirror avoidance.,,true
ER-R8-C,R8,measurement_data_science,boundary-stress-v2,GPT-5.6,gpt-5.6-terra,53,SE04,eating_self_efficacy,cues,4,4,4,3,4,3,4,4,moderate,low,low,low,low,none,moderate,none,retain,Confidence to decide when food is nearby fits self-efficacy but may also capture external cue resistance.,,true
ER-R8-C,R8,measurement_data_science,boundary-stress-v2,GPT-5.6,gpt-5.6-terra,54,EC06,external_cue_reactivity,disengagement,4,4,4,3,4,4,4,4,moderate,low,low,low,low,moderate,moderate,none,retain,Redirecting attention after seeing or smelling food reflects disengagement but combines two cue types and is reverse-worded.,,true
ER-R8-C,R8,measurement_data_science,boundary-stress-v2,GPT-5.6,gpt-5.6-terra,55,HS05,hunger_satiety_awareness,satiety_clarity,4,4,4,4,4,4,4,4,low,none,low,low,low,none,low,none,retain,Uncertainty about fullness is a direct satiety-clarity report.,,true
ER-R8-C,R8,measurement_data_science,boundary-stress-v2,GPT-5.6,gpt-5.6-terra,56,SE05,eating_self_efficacy,recovery,4,4,4,3,4,3,4,4,moderate,low,low,low,low,none,moderate,none,retain,Confidence to resume after a deviation fits recovery but may overlap flexible return and the recall anchor is variable.,,true
