review_run_id,role_id,role_name,prompt_variant,model_family,model_variant,item_order_index,item_key,construct,facet,construct_relevance,facet_relevance,clarity,single_construct_purity,response_scale_suitability,recall_period_suitability,mongolian_cultural_appropriateness,safety_ethical_acceptability,adjacent_construct_overlap,double_barreled_risk,leading_wording_risk,social_desirability_risk,shame_moral_judgment_risk,reverse_wording_risk,likely_cross_loading,potential_copyright_similarity,suggested_disposition,observable_rationale,optional_rewrite,synthetic_review_only
ER-R2-B,R2,health_psychology,plain-language-v2,GPT-5.6,gpt-5.6-sol,1,UC01,uncontrolled_eating,stopping,4,4,4,4,4,4,4,3,low,none,none,moderate,moderate,none,low,none,retain,Directly asks about experienced difficulty stopping without diagnostic wording,,true
ER-R2-B,R2,health_psychology,plain-language-v2,GPT-5.6,gpt-5.6-sol,2,RR02,restrictive_rebound,prohibition,4,4,4,4,4,4,4,3,low,none,low,moderate,moderate,none,low,none,retain,The behavior is concrete though admitting rigid food rules may feel undesirable,,true
ER-R2-B,R2,health_psychology,plain-language-v2,GPT-5.6,gpt-5.6-sol,3,HA06,habit_automaticity,deliberate_choice,4,4,3,4,4,4,4,4,moderate,none,none,moderate,low,moderate,moderate,none,minor_rewrite,The reverse behavior is relevant but repeated situations are left unspecified,,true
ER-R2-B,R2,health_psychology,plain-language-v2,GPT-5.6,gpt-5.6-sol,4,IM03,implementation_maintenance_friction,minimum_version,3,4,2,3,4,4,3,4,moderate,none,none,moderate,low,moderate,moderate,none,major_rewrite,The phrase smallest version lacks a clear action and may be interpreted inconsistently,Завгүй өдөр төлөвлөгөөгөө хэрэгжүүлэх хамгийн хялбар алхам надад бэлэн байсан.,true
ER-R2-B,R2,health_psychology,plain-language-v2,GPT-5.6,gpt-5.6-sol,5,RR03,restrictive_rebound,dichotomous_evaluation,4,4,4,4,4,4,4,3,low,none,low,moderate,moderate,none,low,none,retain,The all-or-nothing judgment is plainly stated but carries mild failure language,,true
ER-R2-B,R2,health_psychology,plain-language-v2,GPT-5.6,gpt-5.6-sol,6,BI01,body_image_avoidance,photographs,4,4,4,4,4,4,4,3,low,none,none,moderate,moderate,none,low,none,retain,The reason and avoided situation are both explicit without implying a diagnosis,,true
ER-R2-B,R2,health_psychology,plain-language-v2,GPT-5.6,gpt-5.6-sol,7,EE01,emotional_eating,stress,4,4,4,4,4,4,4,3,moderate,low,none,moderate,moderate,none,moderate,none,retain,Stress and eating without hunger are observable though two conditions must be recalled,,true
ER-R2-B,R2,health_psychology,plain-language-v2,GPT-5.6,gpt-5.6-sol,8,EC01,external_cue_reactivity,visual_cue,4,4,4,4,4,4,4,4,moderate,none,none,low,low,none,moderate,none,retain,The visual cue and resulting desire are easy to recognize in daily life,,true
ER-R2-B,R2,health_psychology,plain-language-v2,GPT-5.6,gpt-5.6-sol,9,EE02,emotional_eating,sadness,3,3,3,3,3,4,4,3,high,low,none,moderate,moderate,none,high,none,major_rewrite,The item asks about expected soothing rather than clearly asking about eating desire or behavior,Сэтгэл гунигтай үедээ өлсөөгүй ч юм идэх хүсэл төрсөн.,true
ER-R2-B,R2,health_psychology,plain-language-v2,GPT-5.6,gpt-5.6-sol,10,EC02,external_cue_reactivity,smell_cue,4,4,4,4,4,4,4,4,low,none,none,low,low,none,low,none,retain,It clearly links a food smell to attention and an eating decision,,true
ER-R2-B,R2,health_psychology,plain-language-v2,GPT-5.6,gpt-5.6-sol,11,SE06,eating_self_efficacy,fatigue,4,4,3,3,4,3,3,4,moderate,none,none,moderate,low,none,moderate,none,minor_rewrite,Confidence is clear but smallest version is vague and may not mean food behavior,Ядарсан үедээ ч өөрийн хооллох зорилгод тохирох хамгийн хялбар сонголтыг хийж чадна гэдэгтээ хэр итгэлтэй байсан бэ?,true
