review_run_id,role_id,role_name,prompt_variant,model_family,model_variant,item_order_index,item_key,construct,facet,construct_relevance,facet_relevance,clarity,single_construct_purity,response_scale_suitability,recall_period_suitability,mongolian_cultural_appropriateness,safety_ethical_acceptability,adjacent_construct_overlap,double_barreled_risk,leading_wording_risk,social_desirability_risk,shame_moral_judgment_risk,reverse_wording_risk,likely_cross_loading,potential_copyright_similarity,suggested_disposition,observable_rationale,optional_rewrite,synthetic_review_only
ER-R2-C,R2,health_psychology,boundary-stress-v2,GPT-5.6,gpt-5.6-terra,1,SE02,eating_self_efficacy,time_pressure,4,4,3,3,4,4,4,4,moderate,low,low,low,low,none,moderate,none,minor_rewrite,"Time pressure and a possible food choice are clear but the chosen intention is not named.","Зав багатай үед өөрийн сонгосон хоолны зорилгодоо тохирох боломжит сонголт хийж чадна гэдэгтээ хэр итгэлтэй байсан бэ?",true
ER-R2-C,R2,health_psychology,boundary-stress-v2,GPT-5.6,gpt-5.6-terra,2,SE01,eating_self_efficacy,stress,4,4,3,3,4,4,4,3,moderate,low,low,moderate,moderate,none,moderate,none,minor_rewrite,"Stress may affect capacity and the phrase plan can imply rigid dietary compliance.","Стресстэй өдөр өөрийн сонгосон уян хатан хоолны зорилгоо хэрэгжүүлж чадна гэдэгтээ хэр итгэлтэй байсан бэ?",true
ER-R2-C,R2,health_psychology,boundary-stress-v2,GPT-5.6,gpt-5.6-terra,3,IM05,implementation_maintenance_friction,resumption,4,4,3,3,4,4,4,4,moderate,low,low,low,low,moderate,moderate,none,minor_rewrite,"Resuming after a lapse is observable but the omitted action is unspecified.","Нэг удаа төлөвлөсөн үйлдлээ алгассан ч дараагийн боломж дээрээ эргэн үргэлжлүүлсэн.",true
ER-R2-C,R2,health_psychology,boundary-stress-v2,GPT-5.6,gpt-5.6-terra,4,IM06,implementation_maintenance_friction,repeatability,4,4,4,4,4,4,4,4,low,low,low,low,low,none,low,none,retain,"It directly describes difficulty repeating an action across days.",,true
ER-R2-C,R2,health_psychology,boundary-stress-v2,GPT-5.6,gpt-5.6-terra,5,RR04,restrictive_rebound,rebound,4,4,3,3,4,4,4,2,moderate,low,low,moderate,high,none,high,none,major_rewrite,"The word хяналтгүй can invite a loss-of-control interpretation beyond abandoning the plan.","Нэг удаа төлөвлөснөөс өөр идсэний дараа үлдсэн өдрөө төлөвлөгөөгөө орхисон.",true
ER-R2-C,R2,health_psychology,boundary-stress-v2,GPT-5.6,gpt-5.6-terra,6,AC01,response_quality,instructional_check,4,4,4,4,1,4,4,3,low,none,high,moderate,low,none,low,none,major_rewrite,"An explicit instructed option does not fit a frequency scale and may feel like a trick.","Энэ мөрөнд анхаарал шалгахын тулд «Заримдаа» гэсэн хариултыг сонгоно уу.",true
ER-R2-C,R2,health_psychology,boundary-stress-v2,GPT-5.6,gpt-5.6-terra,7,HA05,habit_automaticity,low_deliberation,4,4,4,3,4,4,4,3,moderate,low,low,moderate,moderate,none,high,none,minor_rewrite,"Not thinking about desire can reflect automaticity or ordinary hunger and invites self-judgment.","Зууш авахдаа сонголтоо нэг их бодолгүй хийсэн.",true
ER-R2-C,R2,health_psychology,boundary-stress-v2,GPT-5.6,gpt-5.6-terra,8,HA03,habit_automaticity,awareness_lag,4,4,4,3,4,4,4,3,moderate,low,low,moderate,moderate,none,high,none,minor_rewrite,"Late awareness can overlap with attention or loss-of-control meanings.","Идэж эхэлснээ хэсэг хугацааны дараа анзаарсан.",true
ER-R2-C,R2,health_psychology,boundary-stress-v2,GPT-5.6,gpt-5.6-terra,9,SE05,eating_self_efficacy,recovery,4,4,4,3,4,4,4,3,moderate,low,low,moderate,moderate,none,moderate,none,minor_rewrite,"The recovery situation is relevant but deviation wording may carry guilt.","Төлөвлөснөөс өөр идсэн ч дараагийн боломж дээр эргэн үргэлжлүүлж чадна гэдэгтээ хэр итгэлтэй байсан бэ?",true
ER-R2-C,R2,health_psychology,boundary-stress-v2,GPT-5.6,gpt-5.6-terra,10,BI03,body_image_avoidance,clothing,4,4,4,4,4,4,4,2,low,low,low,moderate,high,none,moderate,none,retain,"It specifically links appearance discomfort with avoiding a desired clothing choice.",,true
ER-R2-C,R2,health_psychology,boundary-stress-v2,GPT-5.6,gpt-5.6-terra,11,BI02,body_image_avoidance,mirror,4,4,4,4,4,4,4,2,low,low,low,moderate,high,none,low,none,retain,"It directly describes mirror avoidance prompted by feeling uncomfortable seeing the body.",,true
ER-R2-C,R2,health_psychology,boundary-stress-v2,GPT-5.6,gpt-5.6-terra,12,BI04,body_image_avoidance,social_participation,4,4,4,3,4,4,4,2,moderate,low,low,moderate,high,none,high,none,minor_rewrite,"Appearance concern and declining activities are clear but activity type is broad.","Биеийн төрхдөө санаа зовсноос бусадтай хийхийг хүссэн үйл ажиллагаанаас татгалзсан.",true
ER-R2-C,R2,health_psychology,boundary-stress-v2,GPT-5.6,gpt-5.6-terra,13,UC06,uncontrolled_eating,pause_capacity,4,4,4,3,4,4,4,3,moderate,low,low,moderate,moderate,moderate,high,none,minor_rewrite,"A pause can reflect mindful attention as well as stopping control.","Идэж байхдаа түр зогсоод үргэлжлүүлэх эсэхээ бодож чадсан.",true
