review_run_id,role_id,role_name,prompt_variant,model_family,model_variant,item_order_index,item_key,construct,facet,construct_relevance,facet_relevance,clarity,single_construct_purity,response_scale_suitability,recall_period_suitability,mongolian_cultural_appropriateness,safety_ethical_acceptability,adjacent_construct_overlap,double_barreled_risk,leading_wording_risk,social_desirability_risk,shame_moral_judgment_risk,reverse_wording_risk,likely_cross_loading,potential_copyright_similarity,suggested_disposition,observable_rationale,optional_rewrite,synthetic_review_only
ER-R5-B,R5,mongolian_language_culture,plain-language-v2,GPT-5.6,gpt-5.6-terra,1,IM04,implementation_maintenance_friction,disruption,4,4,3,4,4,4,4,4,low,none,low,low,low,none,low,none,minor_rewrite,"‘Тэр чигтээ тасарсан’ нь ярианы боловч туйлширсан утгатай.","Өдрийн хуваарь өөрчлөгдөхөд төлөвлөгөөгөө бүрэн орхисон.",true
ER-R5-B,R5,mongolian_language_culture,plain-language-v2,GPT-5.6,gpt-5.6-terra,2,IM03,implementation_maintenance_friction,minimum_version,4,4,3,4,4,4,4,4,low,none,low,low,low,moderate,low,none,minor_rewrite,"‘Хамгийн жижиг хувилбар’ нь тодорхой жишээгүй тул хүн бүр өөрөөр ойлгож болно.","Завгүй өдөр хийх хамгийн энгийн хувилбараа урьдчилж бэлдсэн байсан.",true
ER-R5-B,R5,mongolian_language_culture,plain-language-v2,GPT-5.6,gpt-5.6-terra,3,IM01,implementation_maintenance_friction,action_clarity,4,4,4,4,4,4,4,4,low,none,low,low,low,none,low,none,retain,"Шалтгаан болон эхлүүлээгүй үйлдэл нь энгийнээр ойлгогдоно.",,true
ER-R5-B,R5,mongolian_language_culture,plain-language-v2,GPT-5.6,gpt-5.6-terra,4,BI01,body_image_avoidance,photographs,4,4,4,4,4,4,4,3,low,none,low,moderate,moderate,none,low,none,retain,"Зураг авахуулахаас зайлсхийсэн үйлдэл нь ойлгомжтой боловч биеийн төрхийн сэдэв эмзэг.",,true
ER-R5-B,R5,mongolian_language_culture,plain-language-v2,GPT-5.6,gpt-5.6-terra,5,HS03,hunger_satiety_awareness,late_hunger,4,4,3,4,4,4,4,4,moderate,none,low,low,low,none,moderate,none,minor_rewrite,"‘Бие их сульдсан’ нь өлсгөлөнгөөс өөр шалтгаантайгаар ч ойлгогдож болно.","Өлссөнөө маш хүчтэй өлссөний дараа л анзаарсан.",true
ER-R5-B,R5,mongolian_language_culture,plain-language-v2,GPT-5.6,gpt-5.6-terra,6,AC02,response_quality,semantic_consistency,4,4,3,2,2,4,4,4,moderate,none,high,moderate,low,none,moderate,none,hold,"‘Шаардлагатай мэт’ нь асуулгын заавар өгсөн мэт ойлгогдож болох ба давтамжийн хариулттай эвгүй нийцнэ.",,true
ER-R5-B,R5,mongolian_language_culture,plain-language-v2,GPT-5.6,gpt-5.6-terra,7,BI04,body_image_avoidance,social_participation,4,4,3,4,4,4,4,3,low,none,low,moderate,moderate,none,low,none,minor_rewrite,"‘Хүмүүстэй хийх үйл ажиллагаа’ нь ярианы хэлэнд жаахан хиймэл сонсогдоно.","Биеийн төрхдөө санаа зовсноос бусадтай хамт хийх үйл ажиллагаанаас татгалзсан.",true
ER-R5-B,R5,mongolian_language_culture,plain-language-v2,GPT-5.6,gpt-5.6-terra,8,HA06,habit_automaticity,deliberate_choice,4,4,4,4,4,4,4,4,moderate,none,low,low,low,moderate,moderate,none,retain,"Санаатай сонголт хийснийг тодорхой хэлсэн бөгөөд эсрэг чиглэлийн өгүүлбэр гэдэг нь ойлгогдоно.",,true
ER-R5-B,R5,mongolian_language_culture,plain-language-v2,GPT-5.6,gpt-5.6-terra,9,UC02,uncontrolled_eating,intended_amount,4,4,3,4,4,4,4,3,moderate,none,low,moderate,moderate,none,moderate,none,minor_rewrite,"‘Анх бодсоноосоо’ нь хэмжээг урьдчилж төлөвлөсөн эсэхийг тодорхой болгохгүй.","Анх идэхээр төлөвлөснөөсөө илүү хэмжээгээр идсэн.",true
ER-R5-B,R5,mongolian_language_culture,plain-language-v2,GPT-5.6,gpt-5.6-terra,10,RR02,restrictive_rebound,prohibition,4,4,4,4,4,4,4,3,low,none,low,moderate,moderate,none,low,none,retain,"Хоолыг бүрэн хориглосон дүрэм гэсэн утга шууд ойлгогдоно.",,true
ER-R5-B,R5,mongolian_language_culture,plain-language-v2,GPT-5.6,gpt-5.6-terra,11,EC01,external_cue_reactivity,visual_cue,4,4,4,4,4,4,4,4,moderate,none,low,low,low,none,moderate,none,retain,"Өлсөөгүй байх болон хоол харах өдөөгчийг өдөр тутмын хэлээр тодорхой илэрхийлсэн.",,true
