review_run_id,role_id,role_name,prompt_variant,model_family,model_variant,item_order_index,item_key,construct,facet,construct_relevance,facet_relevance,clarity,single_construct_purity,response_scale_suitability,recall_period_suitability,mongolian_cultural_appropriateness,safety_ethical_acceptability,adjacent_construct_overlap,double_barreled_risk,leading_wording_risk,social_desirability_risk,shame_moral_judgment_risk,reverse_wording_risk,likely_cross_loading,potential_copyright_similarity,suggested_disposition,observable_rationale,optional_rewrite,synthetic_review_only
"ER-R8-B","R8","measurement_data_science","plain-language-v2","GPT-5.6","gpt-5.6-sol",1,"UC06","uncontrolled_eating","pause_capacity",3,4,4,3,4,4,4,4,"moderate","low","none","moderate","low","moderate","moderate","none","retain","Ability to pause is clear but may also reflect mindful eating or self-efficacy.","","true"
"ER-R8-B","R8","measurement_data_science","plain-language-v2","GPT-5.6","gpt-5.6-sol",2,"UC05","uncontrolled_eating","unplanned_continuation",4,4,4,4,4,4,4,4,"low","low","none","low","low","none","low","none","retain","The item describes continuing beyond an intended small amount in one observable sequence.","","true"
"ER-R8-B","R8","measurement_data_science","plain-language-v2","GPT-5.6","gpt-5.6-sol",3,"EE06","emotional_eating","affect_tolerance",3,4,4,3,3,4,4,4,"moderate","low","none","moderate","low","moderate","moderate","none","minor_rewrite","A frequency answer depends on having unpleasant feelings and the wording also measures coping capacity.","Таагүй мэдрэмж төрсөн үед хоол идэхгүйгээр даван гарсан.","true"
"ER-R8-B","R8","measurement_data_science","plain-language-v2","GPT-5.6","gpt-5.6-sol",4,"RR06","restrictive_rebound","flexible_return",4,4,4,3,3,3,4,4,"moderate","moderate","none","moderate","low","moderate","moderate","none","minor_rewrite","The item requires both an unplanned eating event and a later meal so non-applicability is possible.","Төлөвлөснөөс өөр идсэн үедээ дараагийн хоолноос хэвийн хэмнэлдээ орсон.","true"
"ER-R8-B","R8","measurement_data_science","plain-language-v2","GPT-5.6","gpt-5.6-sol",5,"EC03","external_cue_reactivity","availability",4,4,4,4,4,4,4,4,"low","low","low","low","none","none","low","none","retain","Availability and unplanned eating are directly linked and can be counted over the recall window.","","true"
"ER-R8-B","R8","measurement_data_science","plain-language-v2","GPT-5.6","gpt-5.6-sol",6,"IM05","implementation_maintenance_friction","resumption",4,4,4,3,3,3,4,4,"moderate","moderate","none","moderate","none","moderate","moderate","none","minor_rewrite","Respondents need both a missed action and a later opportunity and may otherwise lack an applicable event.","Алгассан тохиолдолд дараагийн боломж дээрээ эргэн үргэлжлүүлсэн.","true"
"ER-R8-B","R8","measurement_data_science","plain-language-v2","GPT-5.6","gpt-5.6-sol",7,"HS04","hunger_satiety_awareness","comfortable_fullness",4,4,4,4,4,4,4,4,"low","none","none","low","none","moderate","low","none","retain","The item asks about noticing a specific fullness signal while eating.","","true"
"ER-R8-B","R8","measurement_data_science","plain-language-v2","GPT-5.6","gpt-5.6-sol",8,"EC05","external_cue_reactivity","preoccupation",4,4,4,4,4,4,4,4,"moderate","none","none","low","none","none","moderate","none","retain","Food thoughts causing distraction fit preoccupation but may also reflect general concentration difficulty.","","true"
"ER-R8-B","R8","measurement_data_science","plain-language-v2","GPT-5.6","gpt-5.6-sol",9,"HS01","hunger_satiety_awareness","early_hunger",4,4,3,4,4,4,4,4,"low","none","none","moderate","none","moderate","low","none","minor_rewrite","The phrase body signals is broad and respondents may use different sensations as evidence.","Өлсөлт хэт хүчтэй болохоос өмнө өлсөж эхэлснээ биеэсээ анзаарсан.","true"
"ER-R8-B","R8","measurement_data_science","plain-language-v2","GPT-5.6","gpt-5.6-sol",10,"IM04","implementation_maintenance_friction","disruption",4,4,4,4,4,3,4,4,"low","none","none","low","low","none","low","none","retain","Schedule changes may not occur during the window but the disruption-to-plan relation is clear.","","true"
"ER-R8-B","R8","measurement_data_science","plain-language-v2","GPT-5.6","gpt-5.6-sol",11,"SE02","eating_self_efficacy","time_pressure",4,4,3,4,4,3,4,4,"low","low","none","moderate","none","none","low","none","minor_rewrite","Possible suitable food choice is broad and confidence is asked retrospectively across unspecified occasions.","Зав багатай үед өөрт тохирох хоолны сонголт хийж чадна гэдэгтээ хэр итгэлтэй байсан бэ?","true"
"ER-R8-B","R8","measurement_data_science","plain-language-v2","GPT-5.6","gpt-5.6-sol",12,"EE02","emotional_eating","sadness",3,4,3,3,3,3,4,4,"moderate","low","low","moderate","low","none","moderate","none","major_rewrite","The item measures expected temporary relief rather than clearly measuring eating desire or behavior.","Сэтгэл гунигтай үедээ түр тайвшрахын тулд юм идсэн.","true"
"ER-R8-B","R8","measurement_data_science","plain-language-v2","GPT-5.6","gpt-5.6-sol",13,"EE01","emotional_eating","stress",4,4,4,4,4,4,4,4,"low","low","none","moderate","low","none","low","none","retain","Stress and eating without hunger are stated in a specific event that supports frequency responding.","","true"
"ER-R8-B","R8","measurement_data_science","plain-language-v2","GPT-5.6","gpt-5.6-sol",14,"HS05","hunger_satiety_awareness","satiety_clarity",4,4,4,4,4,4,4,4,"low","none","none","low","none","none","low","none","retain","Uncertainty about fullness is a single and readily interpretable experience.","","true"
"ER-R8-B","R8","measurement_data_science","plain-language-v2","GPT-5.6","gpt-5.6-sol",15,"RR04","restrictive_rebound","rebound",4,4,3,3,4,3,4,3,"moderate","moderate","low","moderate","moderate","none","moderate","none","minor_rewrite","Uncontrolled abandonment is emotionally loaded and combines a deviation with the remainder of the day.","Төлөвлөснөөс өөр идсэний дараа үлдсэн өдрийн хоолны төлөвлөгөөгөө дагахаа больсон.","true"
"ER-R8-B","R8","measurement_data_science","plain-language-v2","GPT-5.6","gpt-5.6-sol",16,"IM01","implementation_maintenance_friction","action_clarity",4,4,4,4,4,4,4,4,"low","low","none","low","none","none","low","none","retain","Lack of clarity about what and when is linked directly to not starting the plan.","","true"
"ER-R8-B","R8","measurement_data_science","plain-language-v2","GPT-5.6","gpt-5.6-sol",17,"HA02","habit_automaticity","sequence",4,4,3,4,4,4,4,4,"low","none","none","low","none","none","low","none","minor_rewrite","The phrase became an automatically continuing sequence is abstract for a frequency judgment.","Нэг үйлдэл хийсний дараа бодолгүйгээр юм иддэг байсан.","true"
"ER-R8-B","R8","measurement_data_science","plain-language-v2","GPT-5.6","gpt-5.6-sol",18,"HA06","habit_automaticity","deliberate_choice",3,4,4,3,4,3,4,4,"moderate","low","none","moderate","none","moderate","moderate","none","retain","Deliberate choice is the reverse of automaticity but may also measure self-control or planning.","","true"
"ER-R8-B","R8","measurement_data_science","plain-language-v2","GPT-5.6","gpt-5.6-sol",19,"RR03","restrictive_rebound","dichotomous_evaluation",4,4,4,4,4,4,4,3,"low","low","none","high","high","none","low","none","retain","The all-or-nothing judgment is clear but admits an obviously socially preferred response.","","true"
"ER-R8-B","R8","measurement_data_science","plain-language-v2","GPT-5.6","gpt-5.6-sol",20,"EC06","external_cue_reactivity","disengagement",4,4,4,3,3,3,4,4,"moderate","moderate","none","moderate","none","moderate","moderate","none","minor_rewrite","The sight-or-smell alternatives and successful refocusing require an encountered cue and another activity.","Хоол харж эсвэл үнэртэх үед анхаарлаа түүнээс буцааж чадсан.","true"
"ER-R8-B","R8","measurement_data_science","plain-language-v2","GPT-5.6","gpt-5.6-sol",21,"BI03","body_image_avoidance","clothing",4,4,4,4,4,3,4,3,"low","low","none","moderate","high","none","low","none","retain","The behavior and body-image reason are explicit though no desired-clothing occasion may have occurred.","","true"
"ER-R8-B","R8","measurement_data_science","plain-language-v2","GPT-5.6","gpt-5.6-sol",22,"IM03","implementation_maintenance_friction","minimum_version",3,4,3,3,3,3,4,4,"moderate","low","none","moderate","none","moderate","moderate","none","major_rewrite","Smallest version is undefined and having one ready measures planning resources more than experienced friction.","Завгүй өдөр төлөвлөгөөгөө хэрэгжүүлэх хялбар хувилбарыг урьдчилан сонгосон байсан.","true"
"ER-R8-B","R8","measurement_data_science","plain-language-v2","GPT-5.6","gpt-5.6-sol",23,"HA04","habit_automaticity","context_trigger",4,4,3,4,4,4,4,4,"low","none","none","low","none","none","low","none","minor_rewrite","The phrase seemed to start by itself is understandable but less concrete than an unplanned action.","Танил орчинд ороход бодолгүйгээр идэж эхэлсэн.","true"
"ER-R8-B","R8","measurement_data_science","plain-language-v2","GPT-5.6","gpt-5.6-sol",24,"EE03","emotional_eating","boredom",4,4,4,3,4,4,4,4,"moderate","low","low","moderate","low","none","moderate","none","retain","Eating when bored is clear but the alternative activity wording also introduces behavioral substitution.","","true"
"ER-R8-B","R8","measurement_data_science","plain-language-v2","GPT-5.6","gpt-5.6-sol",25,"BI05","body_image_avoidance","movement_participation",4,4,4,4,4,3,4,3,"moderate","low","none","moderate","high","none","moderate","none","retain","Avoiding movement due to anticipated observation is direct but may overlap social-evaluation anxiety.","","true"
"ER-R8-B","R8","measurement_data_science","plain-language-v2","GPT-5.6","gpt-5.6-sol",26,"UC03","uncontrolled_eating","momentum",4,4,4,3,4,4,4,4,"moderate","moderate","none","moderate","low","none","moderate","none","retain","The item combines noticing fullness with continued eating and may partly reflect satiety awareness.","","true"
"ER-R8-B","R8","measurement_data_science","plain-language-v2","GPT-5.6","gpt-5.6-sol",27,"BI04","body_image_avoidance","social_participation",4,4,4,4,4,3,4,3,"moderate","low","none","moderate","high","none","moderate","none","retain","The avoidance reason is explicit but the broad activity category can include social-anxiety explanations.","","true"
"ER-R8-B","R8","measurement_data_science","plain-language-v2","GPT-5.6","gpt-5.6-sol",28,"BI01","body_image_avoidance","photographs",4,4,4,4,4,3,4,3,"low","low","none","moderate","high","none","low","none","retain","Photograph avoidance and its body-image reason are directly stated though an opportunity may not occur.","","true"
"ER-R8-B","R8","measurement_data_science","plain-language-v2","GPT-5.6","gpt-5.6-sol",29,"EC04","external_cue_reactivity","digital_cue",4,4,4,4,4,3,3,4,"low","low","none","low","none","none","low","none","minor_rewrite","App or advertising exposure may be absent and food app is a broad category with uneven familiarity.","Хоолны апп эсвэл хоолны сурталчилгаа харсны дараа хоолны тухай бодол үргэлжилсэн.","true"
"ER-R8-B","R8","measurement_data_science","plain-language-v2","GPT-5.6","gpt-5.6-sol",30,"UC04","uncontrolled_eating","subjective_control",4,4,4,4,4,4,4,3,"low","none","none","moderate","moderate","none","low","none","retain","The subjective loss-of-control experience is clear but may feel stigmatizing to endorse.","","true"
"ER-R8-B","R8","measurement_data_science","plain-language-v2","GPT-5.6","gpt-5.6-sol",31,"SE06","eating_self_efficacy","fatigue",3,4,3,3,4,3,4,4,"moderate","low","none","moderate","none","none","moderate","none","major_rewrite","Smallest possible version is undefined and can refer to planning or reduced effort rather than eating confidence.","Ядарсан үедээ ч өөрт тохирох хоолны сонголт хийж чадна гэдэгтээ хэр итгэлтэй байсан бэ?","true"
"ER-R8-B","R8","measurement_data_science","plain-language-v2","GPT-5.6","gpt-5.6-sol",32,"UC02","uncontrolled_eating","intended_amount",4,4,4,4,4,4,4,4,"low","none","none","moderate","low","none","low","none","retain","The reported amount is compared with a prior intention in a single clear judgment.","","true"
"ER-R8-B","R8","measurement_data_science","plain-language-v2","GPT-5.6","gpt-5.6-sol",33,"HS02","hunger_satiety_awareness","hunger_discrimination",4,4,4,3,4,4,4,4,"moderate","moderate","none","moderate","none","moderate","moderate","none","retain","The item requires both an eating desire and a judgment of hunger and can overlap self-regulation.","","true"
"ER-R8-B","R8","measurement_data_science","plain-language-v2","GPT-5.6","gpt-5.6-sol",34,"EC02","external_cue_reactivity","smell_cue",4,4,4,4,4,3,4,4,"low","moderate","low","low","none","none","low","none","retain","The item links smell to attention and a later decision but relevant odor exposure may be absent.","","true"
"ER-R8-B","R8","measurement_data_science","plain-language-v2","GPT-5.6","gpt-5.6-sol",35,"RR05","restrictive_rebound","tightening",4,4,4,4,4,3,4,3,"low","moderate","none","moderate","moderate","none","low","none","retain","The deviation and next-day rule tightening are clear but require a specific sequence of opportunities.","","true"
"ER-R8-B","R8","measurement_data_science","plain-language-v2","GPT-5.6","gpt-5.6-sol",36,"SE03","eating_self_efficacy","social",4,4,4,4,4,3,4,4,"low","low","none","moderate","none","none","low","none","retain","Confidence in calm personal choice is clear though respondents may not have eaten with others.","","true"
"ER-R8-B","R8","measurement_data_science","plain-language-v2","GPT-5.6","gpt-5.6-sol",37,"HA05","habit_automaticity","low_deliberation",4,4,4,3,4,3,4,4,"moderate","moderate","none","moderate","none","none","moderate","none","retain","The item combines taking a snack with not checking desire and needs a snack-choice opportunity.","","true"
"ER-R8-B","R8","measurement_data_science","plain-language-v2","GPT-5.6","gpt-5.6-sol",38,"AC01","response_quality","instructional_check",4,4,4,4,2,4,4,4,"none","none","low","none","none","none","none","none","minor_rewrite","The instruction is clear only if the displayed scale visibly maps Sometimes to one coded category.","Хариултын чанарыг шалгахын тулд энэ мөрөнд «Заримдаа»-г сонгоно уу.","true"
"ER-R8-B","R8","measurement_data_science","plain-language-v2","GPT-5.6","gpt-5.6-sol",39,"BI02","body_image_avoidance","mirror",4,4,4,4,4,4,4,3,"low","low","none","moderate","high","none","low","none","retain","Mirror avoidance due to discomfort with seeing the body is specific and readily recalled.","","true"
"ER-R8-B","R8","measurement_data_science","plain-language-v2","GPT-5.6","gpt-5.6-sol",40,"SE04","eating_self_efficacy","cues",4,4,4,3,4,3,4,4,"moderate","moderate","none","moderate","none","none","moderate","none","retain","The item combines available food with deliberation and confidence and may overlap cue reactivity.","","true"
"ER-R8-B","R8","measurement_data_science","plain-language-v2","GPT-5.6","gpt-5.6-sol",41,"EC01","external_cue_reactivity","visual_cue",4,4,4,4,4,3,4,4,"low","moderate","none","low","none","none","low","none","retain","The visual cue and desire are clear but respondents need exposure while not hungry.","","true"
"ER-R8-B","R8","measurement_data_science","plain-language-v2","GPT-5.6","gpt-5.6-sol",42,"HA03","habit_automaticity","awareness_lag",4,4,3,4,4,4,4,4,"low","none","none","low","none","none","low","none","minor_rewrite","The repeated wording for already started is awkward and can slow literal comprehension.","Идэж эхэлснээ хэсэг хугацаа өнгөрсний дараа анзаарсан.","true"
"ER-R8-B","R8","measurement_data_science","plain-language-v2","GPT-5.6","gpt-5.6-sol",43,"RR01","restrictive_rebound","rigid_rules",4,4,4,4,4,4,4,3,"low","low","none","moderate","high","none","low","none","retain","A small rule deviation and collapse appraisal directly express rigid all-or-nothing responding.","","true"
"ER-R8-B","R8","measurement_data_science","plain-language-v2","GPT-5.6","gpt-5.6-sol",44,"IM02","implementation_maintenance_friction","setup_burden",4,4,4,4,4,4,4,4,"low","low","none","low","none","none","low","none","retain","Preparation burden is linked directly to delaying the intended plan.","","true"
"ER-R8-B","R8","measurement_data_science","plain-language-v2","GPT-5.6","gpt-5.6-sol",45,"RR02","restrictive_rebound","prohibition",4,4,4,4,4,4,4,3,"low","none","none","moderate","moderate","none","low","none","retain","A complete food prohibition rule is a single clear behavior with possible judgment sensitivity.","","true"
"ER-R8-B","R8","measurement_data_science","plain-language-v2","GPT-5.6","gpt-5.6-sol",46,"IM06","implementation_maintenance_friction","repeatability",4,4,4,4,4,4,4,4,"low","moderate","none","low","none","none","low","none","retain","The item compares one successful day with difficulty repeating the action on later days.","","true"
