review_run_id,role_id,role_name,prompt_variant,model_family,model_variant,item_order_index,item_key,construct,facet,construct_relevance,facet_relevance,clarity,single_construct_purity,response_scale_suitability,recall_period_suitability,mongolian_cultural_appropriateness,safety_ethical_acceptability,adjacent_construct_overlap,double_barreled_risk,leading_wording_risk,social_desirability_risk,shame_moral_judgment_risk,reverse_wording_risk,likely_cross_loading,potential_copyright_similarity,suggested_disposition,observable_rationale,optional_rewrite,synthetic_review_only
ER-R3-B,R3,behavioral_science,plain-language-v2,GPT-5.6,gpt-5.6-terra,1,EE04,emotional_eating,loneliness,4,4,4,4,4,4,4,3,low,none,none,moderate,low,none,low,none,retain,Names loneliness and an increased eating desire in one time-linked statement.,,true
ER-R3-B,R3,behavioral_science,plain-language-v2,GPT-5.6,gpt-5.6-terra,2,BI01,body_image_avoidance,photographs,4,4,4,4,4,4,4,3,low,none,none,moderate,moderate,none,low,none,retain,Links concern about body appearance to avoiding photographs.,,true
ER-R3-B,R3,behavioral_science,plain-language-v2,GPT-5.6,gpt-5.6-terra,3,IM01,implementation_maintenance_friction,action_clarity,4,4,3,4,4,4,4,4,low,low,none,low,none,none,moderate,none,minor_rewrite,The phrase for what and when to act is understandable but grammatically compressed.,Юуг хэзээ хийхээ тодорхой мэдээгүйгээс төлөвлөгөөгөө эхлүүлээгүй.,true
ER-R3-B,R3,behavioral_science,plain-language-v2,GPT-5.6,gpt-5.6-terra,4,BI03,body_image_avoidance,clothing,4,4,3,4,4,4,4,3,low,none,none,moderate,moderate,none,low,none,minor_rewrite,Not choosing clothing can reflect style or access as well as appearance concern.,Биеийн төрхдөө санаа зовсноос хүссэн хувцсаа өмсөөгүй.,true
ER-R3-B,R3,behavioral_science,plain-language-v2,GPT-5.6,gpt-5.6-terra,5,EC05,external_cue_reactivity,preoccupation,3,4,4,4,4,4,4,4,moderate,none,none,low,low,none,moderate,none,retain,It records food thoughts interrupting another activity but does not name an external cue.,,true
ER-R3-B,R3,behavioral_science,plain-language-v2,GPT-5.6,gpt-5.6-terra,6,HA02,habit_automaticity,sequence,4,4,2,3,4,4,4,4,moderate,moderate,none,low,none,none,moderate,none,major_rewrite,The recurring action and the automatic eating sequence are not specified plainly.,Тодорхой нэг үйлдлийн дараа юм идэх нь бодолгүй хийдэг зуршил болсон.,true
ER-R3-B,R3,behavioral_science,plain-language-v2,GPT-5.6,gpt-5.6-terra,7,IM04,implementation_maintenance_friction,disruption,4,4,3,4,4,4,4,4,low,none,none,low,none,none,moderate,none,minor_rewrite,The phrase тэр чигтээ тасарсан is absolute and less concrete than difficulty resuming.,Өдрийн хуваарь өөрчлөгдөхөд төлөвлөгөөгөө үргэлжлүүлэхэд хүндрэлтэй болсон.,true
ER-R3-B,R3,behavioral_science,plain-language-v2,GPT-5.6,gpt-5.6-terra,8,HA04,habit_automaticity,context_trigger,4,4,3,4,4,4,4,4,moderate,low,none,low,none,none,moderate,none,minor_rewrite,Танил орчин and өөрөө эхэлдэг мэт leave the triggering context vague.,Танил орчинд ороход идэх үйлдэл бодолгүй эхэлдэг байсан.,true
ER-R3-B,R3,behavioral_science,plain-language-v2,GPT-5.6,gpt-5.6-terra,9,RR04,restrictive_rebound,rebound,4,4,3,3,4,4,4,3,moderate,moderate,none,moderate,moderate,none,moderate,none,major_rewrite,Хяналтгүй орхисон is vague and can carry a self-judging reading.,Нэг удаа төлөвлөснөөс өөр идсэний дараа үлдсэн өдрийн хооллолтоо төлөвлөхөө больсон.,true
ER-R3-B,R3,behavioral_science,plain-language-v2,GPT-5.6,gpt-5.6-terra,10,UC02,uncontrolled_eating,intended_amount,3,4,4,3,4,4,4,3,moderate,none,none,moderate,moderate,none,moderate,none,minor_rewrite,Amount above an initial plan may occur for reasons other than difficulty stopping.,Идэж эхэлсний дараа анх бодсоноосоо илүү хэмжээгээр идсэн.,true
