review_run_id,role_id,role_name,prompt_variant,model_family,model_variant,item_order_index,item_key,construct,facet,construct_relevance,facet_relevance,clarity,single_construct_purity,response_scale_suitability,recall_period_suitability,mongolian_cultural_appropriateness,safety_ethical_acceptability,adjacent_construct_overlap,double_barreled_risk,leading_wording_risk,social_desirability_risk,shame_moral_judgment_risk,reverse_wording_risk,likely_cross_loading,potential_copyright_similarity,suggested_disposition,observable_rationale,optional_rewrite,synthetic_review_only
ER-R6-B,R6,cognitive_interview_method,plain-language-v2,GPT-5.6,gpt-5.6-sol,1,SE03,eating_self_efficacy,social,4,4,4,4,4,3,4,4,low,none,none,moderate,low,none,low,none,retain,"Нөхцөл ба итгэлийн үнэлгээ ойлгомжтой боловч хамт хооллоогүй хүнд хариулах боломж дутна.",,true
ER-R6-B,R6,cognitive_interview_method,plain-language-v2,GPT-5.6,gpt-5.6-sol,2,HA02,habit_automaticity,sequence,4,4,2,3,3,3,3,4,moderate,moderate,none,low,none,none,moderate,none,major_rewrite,"«Нэг үйлдэл» гэж юу болох нь тодорхойгүй бөгөөд давтамжийг санах тогтвортой нөхцөл заагаагүй.","Тодорхой нэг үйлдлийн дараа бодолгүйгээр юм иддэг байсан.",true
ER-R6-B,R6,cognitive_interview_method,plain-language-v2,GPT-5.6,gpt-5.6-sol,3,SE06,eating_self_efficacy,fatigue,3,3,2,3,4,3,3,4,moderate,moderate,none,moderate,low,none,moderate,none,major_rewrite,"«Хамгийн жижиг хувилбар» юуг хэлж буй нь тодорхойгүй тул хүмүүс өөр өөр үйлдэл төсөөлнө.","Ядарсан үедээ ч өөрийн хоолны төлөвлөгөөнөөс хийхэд хамгийн амархан нэг зүйлийг сонгож чадна гэдэгтээ хэр итгэлтэй байсан бэ?",true
ER-R6-B,R6,cognitive_interview_method,plain-language-v2,GPT-5.6,gpt-5.6-sol,4,HA03,habit_automaticity,awareness_lag,4,4,3,4,4,3,4,4,low,none,none,low,none,none,low,none,minor_rewrite,"Үйл явдал ойлгомжтой ч «хэдийн эхэлсний дараа» хэллэг давхардсан мэт уншигдана.","Идэж эхэлснээсээ хэсэг хугацааны дараа л идэж байгаагаа анзаарсан.",true
ER-R6-B,R6,cognitive_interview_method,plain-language-v2,GPT-5.6,gpt-5.6-sol,5,BI06,body_image_avoidance,participation_despite_discomfort,4,4,4,4,4,3,4,4,low,none,none,moderate,low,moderate,low,none,retain,"Эерэг чиглэл ойлгомжтой боловч тавгүй байдал эсвэл хүссэн үйл ажиллагаа тохиолдоогүй үед хариулахад хүндрэлтэй.",,true
ER-R6-B,R6,cognitive_interview_method,plain-language-v2,GPT-5.6,gpt-5.6-sol,6,EC06,external_cue_reactivity,disengagement,4,4,4,4,4,3,4,4,low,none,none,low,none,moderate,low,none,retain,"Харах эсвэл үнэрлэх хоёр ижил үр дүнтэй нэг төрлийн хоолны өдөөлт боловч ийм өдөөлтгүй хүнд хариу дутна.",,true
ER-R6-B,R6,cognitive_interview_method,plain-language-v2,GPT-5.6,gpt-5.6-sol,7,SE02,eating_self_efficacy,time_pressure,4,4,3,4,4,3,4,4,low,none,none,moderate,low,none,low,none,minor_rewrite,"«Өөрт тохирох боломжит» нь олон янзаар ойлгогдох бөгөөд зав багатай нөхцөл тохиолдоогүй байж болно.","Зав багатай үед өөрт тохирох хоол сонгож чадна гэдэгтээ хэр итгэлтэй байсан бэ?",true
ER-R6-B,R6,cognitive_interview_method,plain-language-v2,GPT-5.6,gpt-5.6-sol,8,EE01,emotional_eating,stress,4,4,4,4,4,4,4,4,low,none,none,moderate,low,none,low,none,retain,"Стресс өлсгөлөн ба идэх үйлдлийг тодорхой холбосон ч стресс мэдрээгүй хүнд үл хамаарах сонголт хэрэгтэй.",,true
ER-R6-B,R6,cognitive_interview_method,plain-language-v2,GPT-5.6,gpt-5.6-sol,9,EC02,external_cue_reactivity,smell_cue,4,4,4,3,4,3,4,4,moderate,moderate,none,low,none,none,moderate,none,retain,"Анхаарал татах ба идэхээр шийдэх гэсэн хоёр шат багтсан тул зарим хүн нэг шатанд таарсан хариу сонгоно.",,true
ER-R6-B,R6,cognitive_interview_method,plain-language-v2,GPT-5.6,gpt-5.6-sol,10,HA04,habit_automaticity,context_trigger,4,4,3,4,4,3,4,4,low,none,none,low,none,none,moderate,none,minor_rewrite,"«Танил орчин» өргөн бөгөөд «өөрөө эхэлдэг мэт» нь яг ямар үйлдлийг санахыг бүдэг болгоно.","Танил газар ороход би бодолгүйгээр идэж эхэлсэн.",true
ER-R6-B,R6,cognitive_interview_method,plain-language-v2,GPT-5.6,gpt-5.6-sol,11,EE06,emotional_eating,affect_tolerance,4,4,4,3,4,3,4,4,moderate,low,none,moderate,low,moderate,moderate,none,retain,"Таагүй мэдрэмжийг тэсвэрлэх ба идэхгүй байхыг хамтад нь үнэлэх тул сэтгэл хөдлөл зохицуулалттай давхцана.",,true
ER-R6-B,R6,cognitive_interview_method,plain-language-v2,GPT-5.6,gpt-5.6-sol,12,EE03,emotional_eating,boredom,4,4,4,3,4,3,4,4,moderate,moderate,none,low,low,none,moderate,none,retain,"Уйдах нөхцөл тодорхой боловч хийх зүйл хайгаагүй гэсэн шүүлт ба идэж эхлэх үйлдэл хамт орсон.",,true
ER-R6-B,R6,cognitive_interview_method,plain-language-v2,GPT-5.6,gpt-5.6-sol,13,EC01,external_cue_reactivity,visual_cue,4,4,4,4,4,3,4,4,low,none,none,low,none,none,low,none,retain,"Харааны өдөөлт ба хүсэл тодорхой боловч хоол харах боломжгүй байсан хүнд үл хамаарах сонголт хэрэгтэй.",,true
ER-R6-B,R6,cognitive_interview_method,plain-language-v2,GPT-5.6,gpt-5.6-sol,14,EC03,external_cue_reactivity,availability,4,4,4,4,4,3,4,4,low,none,none,low,none,none,moderate,none,retain,"Ойр бэлэн байдал ба төлөвлөөгүй идэлтийг ойлгоход хялбар ч хүн анхны шалтгааныг баттай санахгүй байж болно.",,true
ER-R6-B,R6,cognitive_interview_method,plain-language-v2,GPT-5.6,gpt-5.6-sol,15,IM02,implementation_maintenance_friction,setup_burden,4,4,3,4,4,3,4,4,low,none,none,low,none,none,low,none,minor_rewrite,"Ямар төлөвлөгөө болон ямар бэлтгэл гэдэг нь хариулагчийн өөрийн тайлбарт үлдсэн.","Олон бэлтгэл хэрэгтэй байсан учраас хоолны төлөвлөгөөгөө хойшлуулсан.",true
ER-R6-B,R6,cognitive_interview_method,plain-language-v2,GPT-5.6,gpt-5.6-sol,16,UC01,uncontrolled_eating,stopping,4,4,4,4,4,3,4,4,low,none,none,moderate,moderate,none,low,none,retain,"Зогсоох хүндрэл тодорхой боловч «хүссэн үедээ» гэсэн хувь хүний босгыг 14 хоногт нэгтгэх шаардлагатай.",,true
ER-R6-B,R6,cognitive_interview_method,plain-language-v2,GPT-5.6,gpt-5.6-sol,17,HS02,hunger_satiety_awareness,hunger_discrimination,4,4,4,4,4,3,4,4,low,none,none,moderate,none,moderate,low,none,retain,"Идэх хүсэл гарсан боломж дээр өлсгөлөнг ялгасан эсэхийг асуусан тул ийм боломжгүй хүнд хариу дутна.",,true
ER-R6-B,R6,cognitive_interview_method,plain-language-v2,GPT-5.6,gpt-5.6-sol,18,UC04,uncontrolled_eating,subjective_control,4,4,3,4,4,3,4,3,moderate,none,moderate,moderate,moderate,none,moderate,none,minor_rewrite,"«Өөрөө удирдаж чадахгүй» нь хүчтэй бөгөөд бүхэл хяналтгүй байдлаар ойлгогдож болно.","Идэж байхдаа хэр их идэхээ удирдахад хэцүү мэт санагдсан.",true
ER-R6-B,R6,cognitive_interview_method,plain-language-v2,GPT-5.6,gpt-5.6-sol,19,RR02,restrictive_rebound,prohibition,4,4,4,4,4,4,4,4,low,none,none,moderate,moderate,none,low,none,retain,"Бүрэн хориглох дүрэм гэдэг нь тодорхой боловч эрүүл мэндийн заалттай хоригийг ялгахгүй.",,true
ER-R6-B,R6,cognitive_interview_method,plain-language-v2,GPT-5.6,gpt-5.6-sol,20,RR01,restrictive_rebound,rigid_rules,4,4,4,4,4,3,4,4,low,none,none,moderate,moderate,none,low,none,retain,"Бага зөрөлтийн дараах бүхэл төлөвлөгөө нурсан мэдрэмж ойлгомжтой ч төлөвлөгөөгүй хүнд үл хамаарна.",,true
