persona_code,block_order,item_key,paraphrase_mn,example_situation_mn,recall_period_usable,selected_response,response_options_fit,ambiguous_word_or_phrase,asks_more_than_one_thing,judgmental_or_shaming,socially_desirable_answer_obvious,missing_not_applicable_option,response_confidence_1_5,observable_decision_summary,synthetic_review_only
P19,1,IM02,"Бэлтгэл их хэрэгтэйгээс төлөвлөгөөгөө хойшлуулсан эсэх.","Ажлын дараа хоол бэлдэх олон зүйл санагдаад дараагийн өдөр болгосон.",true,Заримдаа,true,бэлтгэл,false,false,false,false,4,"14 хоногийн жишээгээр хариулах боломжтой.",true
P19,2,SE03,"Бусадтай хооллоход өөрийн хоолны сонголтоо тайван хийх итгэл.","Хамт олон өдрийн хоолонд ороход порцоо өөрөө сонгосон.",true,Их итгэлтэй,true,,false,false,true,false,4,"Нөхцөл болон итгэлийн сонголтууд ойлгомжтой.",true
P19,3,HA04,"Танил газар очихоор өөрийн эрхгүй идэж эхэлдэг мэт санагдсан эсэх.","Гэртээ зурагт үзэхдээ зууш руу гараа сунгасан.",true,Заримдаа,true,өөрөө эхэлдэг мэт,false,false,false,false,3,"Дүрслэл нь бага зэрэг зүйрлэлтэй боловч жишээгээр хариулж болно.",true
P19,4,EC01,"Өлсөөгүй ч хоол хараад идмээр болсон эсэх.","Оффисын ширээн дээрх амттанг хараад идэх хүсэл төрсөн.",true,Олон удаа,true,,false,false,false,false,5,"Хоол харах үеийн хүслийг тодорхой асууж байна.",true
P19,5,RR03,"Төлөвлөгөөгөө яг дагаагүй өдрөө бүтэлгүй гэж бодсон эсэх.","Орой төлөвлөөгүй боов идээд тэр өдрийг алдаа болсон гэж бодсон.",true,Заримдаа,true,яг дагаагүй,false,true,false,false,4,"Нэг өдрийн үнэлгээг санаж хариулах боломжтой.",true
P19,6,HS05,"Цадсан эсэхээ мэдэхгүй эргэлзсэн эсэх.","Хоолны дараа дахиж идэх үү гэж цадсанаа сайн мэдэлгүй бодсон.",true,Ховор,true,,false,false,false,false,5,"Товч бөгөөд нэг мэдрэмжийг асууж байна.",true
P19,7,EE05,"Уурласан эсвэл бухимдсаны дараа хоол идэхээр хандсан эсэх.","Ажлын уулзалтын дараа бухимдаад амттан авсан.",true,Заримдаа,true,хоол руу хандсан,false,false,false,false,5,"Сэтгэл хөдлөлийн дараах үйлдлийг 14 хоногоор санаж болно.",true
P19,8,HS03,"Их сульдсаны дараа л өлссөнөө мэдэрсэн эсэх.","Өдрийн ажил дуусах үед бие сульдаад өдрийн хоол алгассанаа анзаарсан.",true,Ховор,true,бие их сульдсаны,false,false,false,false,4,"Биеийн шинжээр илэрсэн үеийг хариулж болно.",true
P19,9,RR04,"Төлөвлөөгүй зүйл идсэний дараа үлдсэн өдрөө хяналтгүй орхисон эсэх.","Төлөвлөөгүй хуушуур идсэний дараа оройн хоолоо анзааралгүй идсэн.",true,Ховор,true,хяналтгүй орхисон,false,true,false,false,3,"Хяналтгүй гэсэн үг хувь хүний ойлголтоор ялгаатай байж болно.",true
P19,10,IM06,"Нэг өдөр хийсэн зүйлээ дараагийн өдрүүдэд дахин хийхэд хэцүү байсан эсэх.","Нэг өдөр алхсан ч дараагийн өдрүүдэд дахин алхаж чадаагүй.",true,Заримдаа,true,хийж чадсан зүйл,false,false,false,false,4,"Өдөр хооронд давтах тухай жишээг санаж хариулж болно.",true
P19,11,UC06,"Идэж байхдаа түр зогсоод үргэлжлүүлэх эсэхээ бодсон эсэх.","Оройн хоолны дундуур зогсоод дахин авах хэрэгтэй юу гэж бодсон.",true,Олон удаа,true,,false,false,true,false,5,"Тодорхой үйлдэл бөгөөд давтамжийн сонголтууд тохирно.",true
P19,12,SE01,"Стресстэй өдөр уян хатан хоолны төлөвлөгөөгөө хэрэгжүүлэх итгэл.","Ажил ихтэй өдөр урьдчилан бэлдсэн хоолоо сонгоно гэж бодсон.",true,Дунд зэрэг итгэлтэй,true,уян хатан,false,false,true,false,3,"Уян хатан төлөвлөгөө гэсэн хэллэгийг хүн бүр ижил ойлгохгүй байж болно.",true
P19,13,BI04,"Биеийн төрхдөө санаа зовоод хүмүүстэй хийх зүйлээс татгалзсан эсэх.","Найзуудтайгаа уулзах урилгаас хувцсандаа санаа зовоод татгалзсан.",true,Ховор,true,хүмүүстэй хийх үйл ажиллагаа,false,true,false,false,4,"Эмзэг сэдэв боловч тодорхой жишээгээр хариулж болно.",true
P19,14,HA03,"Идэж эхэлснээ хэсэг хугацааны дараа анзаарсан эсэх.","Компьютерийн өмнө сууж байгаад зууш идэж эхэлснээ дараа нь мэдсэн.",true,Ховор,true,хэдийн эхэлсний дараа,false,false,false,false,4,"Үйл явдлыг санаж давтамжаар сонгох боломжтой.",true
