persona_code,block_order,item_key,paraphrase_mn,example_situation_mn,recall_period_usable,selected_response,response_options_fit,ambiguous_word_or_phrase,asks_more_than_one_thing,judgmental_or_shaming,socially_desirable_answer_obvious,missing_not_applicable_option,response_confidence_1_5,observable_decision_summary,synthetic_review_only
P04,1,IM02,"Бэлтгэл их хэрэгтэй болохоор төлөвлөснөө хойшлуулсан.","Хүүхдээ харж байхдаа хэрэгтэй зүйлсээ бэлдэж амжилгүй төлөвлөснөө хойш тавьсан.",true,not_applicable,false,"олон бэлтгэл",false,false,true,true,3,"Сүүлийн 14 хоногт хэрэгжүүлсэн төлөвлөгөө байсан эсэх тодорхойгүй тул тохирох сонголт алга.",true
P04,2,EC02,"Хоолны үнэр үнэртэхэд идэхээр шийдсэн.","Хоол хийх үнэр үнэртээд төлөвлөөгүй байхад амсаж үзсэн.",true,"Заримдаа",true,"нөлөөлсөн",false,false,false,false,4,"Үнэрээс болж идэхээр шийдсэн хэдэн тохиолдлыг санаж болохоор байна.",true
P04,3,UC06,"Хооллож байхдаа зогсоод цааш идэх үү гэж бодож чадсан.","Хүүхдээ хооллох зуур өөрийнхөө идэхийг түр зогсоож цадсан эсэхээ бодсон.",true,"Ховор",true,"түр зогсоод",false,false,true,false,4,"Ийм түр зогсолт ховор байсан ч сонголтуудаас хариулж чадна.",true
P04,4,RR03,"Төлөвлөгөөгөө яг биелүүлээгүй өдрөө бүтэлгүй өдөр гэж бодсон.","Төлөвлөснөөс өөр хоол идсэн өдрөө бүх зүйл нурсан мэт бодсон.",true,not_applicable,false,"яг дагаагүй",false,true,true,true,3,"Сүүлийн 14 хоногт дагасан төлөвлөгөө байсан эсэх өгөгдөөгүй тул давтамж сонгох боломжгүй.",true
P04,5,EE06,"Таагүй санагдсан үед хоолоор аргацаалгүй өнгөрөөж чадсан.","Санаа тавгүй үедээ юм идэлгүй өдөр тутмын ажлаа үргэлжлүүлсэн.",true,"Олон удаа",true,"таагүй мэдрэмж",false,false,true,false,4,"Таагүй мэдрэмжийн үеийг ерөнхийд нь санаж олон удаа гэж сонгов.",true
P04,6,HS06,"Өлсөх эсвэл цадах нь мэдэгдсэн ч идэж эхлэх, зогсохоо шийдэхдээ ашиглаж чадаагүй.","Ажилтай үед өлссөнөө мэдсэн ч хоолоо хойшлуулсан.",true,"Заримдаа",false,"биеийн дохио тодорхой",true,false,true,false,3,"Эхлэх ба зогсох гэсэн хоёр шийдвэр хамт байгаа тул нэг давтамж сонгоход эргэлзээтэй.",true
P04,7,HA01,"Тодорхой цаг эсвэл газарт очихоороо бодолгүй юм идэхээр авсан.","Гал тогоонд ороход ширээн дээрх идэх зүйлээс бодолгүй авсан.",true,"Заримдаа",true,"тодорхой цаг эсвэл газар",true,false,true,false,4,"Цаг ба газар хоёр нөхцөлтэй ч ийм үйлдэл заримдаа болсон гэж хариулж чадна.",true
P04,8,UC01,"Идэж эхэлмэгц хүссэн үедээ болих амаргүй байсан.","Хоолоо идэж эхлээд цадсан ч шууд зогсоход хэцүү байсан.",true,"Ховор",true,"хүссэн үедээ",false,false,true,false,4,"Зогсоход хэцүү байсан тохиолдол ховор гэж сонгов.",true
P04,9,RR06,"Төлөвлөснөөс өөрөөр идсэн ч дараагийн хоолноосоо хэвийн болсон.","Нэг хоолонд төлөвлөөгүй зүйл идээд дараагийн хоолондоо өмнөх хэмнэлдээ орсон.",true,not_applicable,false,"хэвийн хэмнэл",false,false,true,true,3,"Одоогийн төлөвлөгөө болон хэвийн хэмнэл тодорхойгүй тул тохирох сонголт алга.",true
P04,10,HS03,"Бие сулартал өлссөнөө анзаараагүй.","Ажилдаа завгүй яваад бие сулрах үед л өлссөнөө мэдсэн.",true,"Заримдаа",true,"их сульдсаны дараа",false,false,true,false,4,"Завгүй өдрүүдэд ийм зүйл заримдаа тохиолдсоныг санаж болно.",true
P04,11,BI03,"Биеийнхээ харагдах байдлаас болоод хүссэн хувцсаа өмсөөгүй.","Өмсөхийг хүссэн хувцас байсан ч биед зохихгүй мэт санагдаад өөр хувцас сонгосон.",true,"Заримдаа",true,"биеийн төрхөөсөө болж",false,true,true,false,4,"Хувцас сонгоогүй тохиолдол заримдаа байсан гэж хариулж болох ч асуулт эвгүй мэдрэмж төрүүлж болно.",true
P04,12,SE03,"Бусадтай хооллохдоо өөрийн хүссэн сонголтоо тайван хийж чадна гэдэгтээ хэр итгэлтэй байсан бэ?","Гэр бүлийнхэнтэйгээ хооллохдоо өөрт тохирох хоолоо сонгох гэж бодсон.",true,"Дунд зэрэг итгэлтэй",true,"тайван хийж чадна",false,false,true,false,4,"Хамт хооллосон үеэ бодоод дунд зэрэг итгэлтэй гэж сонгов.",true
P04,13,SE01,"Стресстэй өдөр сонгосон уян хатан хоолны төлөвлөгөөгөө барьж чадна гэдэгтээ хэр итгэлтэй байсан бэ?","Ажил, хүүхдийн асаргаа давхацсан өдөр урьдчилан сонгосон хоолоо идэхийг оролдсон.",true,"Бага зэрэг итгэлтэй",false,"уян хатан хоолны төлөвлөгөө",false,false,true,true,3,"Уян хатан төлөвлөгөө гэж яг юуг хэлснийг сайн мэдэхгүй ч ачаалалтай үед итгэл бага гэж сонгов.",true
