persona_code,block_order,item_key,paraphrase_mn,example_situation_mn,recall_period_usable,selected_response,response_options_fit,ambiguous_word_or_phrase,asks_more_than_one_thing,judgmental_or_shaming,socially_desirable_answer_obvious,missing_not_applicable_option,response_confidence_1_5,observable_decision_summary,synthetic_review_only
P06,1,AC01,Хариултаа шалгуулахын тулд Заримдаа гэдгийг сонгоно.,Зааврын дагуу Заримдаа дээр дарна.,true,Заримдаа,true,,false,false,true,false,5,Шууд заавар тул өгсөн сонголтыг сонгов.,true
P06,2,EE04,Ганцаардах үед юм идмээр болдог байсан.,Шөнийн ээлжийн завсарлагаар ганцаардаад зууш хүссэн.,true,Заримдаа,true,,false,false,false,false,4,Ийм үе хааяа байсан гэж сонгов.,true
P06,3,UC03,Цадсанаа мэдсэн ч идсээр байсан.,Оройн хоолонд цадсан ч таваг дээрхийг дуусгасан.,true,Ховор,true,,false,false,true,false,4,Арван дөрөв хоногт цөөн тохиолдсон гэж сонгов.,true
P06,4,SE05,Төлөвлөгөөнөөс өөр идсэн ч дараа нь буцаад дагаж чадна гэж итгэсэн.,Ээлж солигдоод өөр хоол идсэн ч дараагийн хоолноос төлөвлөгөөгөө үргэлжлүүлсэн.,true,Дунд зэрэг итгэлтэй,true,дараагийн боломж,false,false,true,true,3,Ийм тохиолдол гараагүй байж болох ч тохирох сонголт алга.,true
P06,5,EC06,Хоолны үнэр эсвэл дүрс анхаарал татсан ч өөр зүйлдээ төвлөрч чадсан.,Ажлын өрөөнд хоол үнэртэхэд хийх ажилдаа буцсан.,true,Заримдаа,true,,false,false,true,true,3,Хоол хараагүй эсвэл үнэртээгүй үеийн сонголт байхгүй.,true
P06,6,HA06,Байнга давтагддаг үед идэх зүйлээ урьдчилж бодож сонгосон.,Шөнийн ээлжийн завсарлага бүрт зуушаа зориуд сонгосон.,true,Ховор,true,давтагддаг нөхцөл,false,false,true,true,3,Үг нь ерөнхий боловч цөөн удаа зориуд сонгосноо санав.,true
P06,7,SE01,Стресстэй өдөр өөрийн уян хатан хоолны төлөвлөгөөг дагаж чадна гэж итгэсэн.,Ажил ихтэй шөнийн ээлжинд бэлдсэн хоолоо идэхээр төлөвлөсөн.,true,Бага зэрэг итгэлтэй,true,уян хатан хоолны төлөвлөгөө,false,false,true,true,3,Өөрийн гэсэн ийм төлөвлөгөөгүй хүнд тохирох хариулт алга.,true
P06,8,RR01,Хоолны дүрмээ бага зэрэг зөрөхөд бүх төлөвлөгөө бүтэлгүйтсэн мэт болсон.,Төлөвлөөгүй амттан идээд тэр өдрийн төлөвлөгөөг орхисон мэт санагдсан.,true,Ховор,true,төлөвлөгөө нурсан,false,true,true,true,3,Тодорхой хоолны дүрэмгүй хүнд хамаарахгүй сонголт алга.,true
P06,9,BI06,Биедээ тавгүй санагдсан ч хийхийг хүссэн зүйлдээ оролцсон.,Биеийнхээ талаар санаа зовсон ч гэр бүлийн уулзалтад очсон.,true,Заримдаа,true,тавгүй,false,false,true,true,3,Хүссэн үйл ажиллагаа гараагүй үед сонгох хариулт байхгүй.,true
P06,10,IM04,Өдрийн хуваарь солигдоход төлөвлөгөө бүрэн зогссон.,Ээлж гэнэт өөрчлөгдөхөд хоолны төлөвлөгөөгөө дагаж чадаагүй.,true,Олон удаа,true,төлөвлөгөө тэр чигтээ тасарсан,false,true,true,true,4,Хуваарь олон өөрчлөгдсөн тул давтамж өндөр гэж сонгов.,true
P06,11,HS03,Бие их сульдсаны дараа л өлссөнөө мэдсэн.,Шөнийн ээлжинд ажиллаж байгаад хүчгүй болох үедээ өлссөнөө анзаарсан.,true,Заримдаа,true,,false,false,false,false,4,Сүүлийн хоёр долоо хоногт хэд хэд тохиолдсон гэж санав.,true
P06,12,EC03,Хоол ойр бэлэн байсан болохоор төлөвлөөгүй үед идсэн.,Ажлын ширээн дээр зууш байхад завсарлагаас өмнө идсэн.,true,Олон удаа,true,,false,false,true,false,4,Бэлэн зуушнаас төлөвлөөгүй үед олон удаа идсэн гэж сонгов.,true
P06,13,UC06,Идэж байхдаа зогсоод цааш идэх эсэхээ бодож чадсан.,Оройн хоолны дундуур түр зогсоод дахин идэх хэрэгтэй эсэхээ бодсон.,true,Ховор,true,,false,false,true,false,4,Ингэж түр зогссон үе цөөн байсан гэж сонгов.,true
P06,14,AC02,Бүх асуултад ижил хариу өгөх ёстой юм шиг санагдсан.,Асуултуудыг бөглөхдөө нэг сонголтыг давтаад байх хэрэгтэй мэт бодсон.,true,Огт байгаагүй,true,,false,false,false,false,5,Ижил хариу сонгох шаардлага мэдрэгдээгүй гэж тэмдэглэв.,true
