persona_code,block_order,item_key,paraphrase_mn,example_situation_mn,recall_period_usable,selected_response,response_options_fit,ambiguous_word_or_phrase,asks_more_than_one_thing,judgmental_or_shaming,socially_desirable_answer_obvious,missing_not_applicable_option,response_confidence_1_5,observable_decision_summary,synthetic_review_only
P21,1,RR02,Зарим хоолыг огт идэхгүй гэж өөртөө дүрэм тавьсан.,Чихэр идэхгүй гэж гэртээ шийдсэн.,true,Огт байгаагүй,true,,false,false,false,false,4,Өмнө нь хатуу дэглэм барьж байгаагүй тул ийм дүрэм тавиагүй.,true
P21,2,HS03,Маш их сульдсаны дараа л өлссөнөө мэдсэн.,Ачтайгаа удаан явсны дараа хоол идээгүйгээ анзаарсан.,true,Ховор,true,бие их сульдсаны,false,false,false,false,3,Алхах үед хааяа өлссөнөө хожуу анзаарч болно.,true
P21,3,BI06,Биеийнхээ талаар тавгүй байсан ч хийхийг хүссэн зүйлдээ оролцсон.,Гэр бүлийн уулзалтад зураг авахуулсан.,true,Заримдаа,true,хүссэн үйл ажиллагаа,false,false,false,false,3,Биеийн төрхдөө санаа зовсон үедээ ч зарим үйл ажиллагаанд оролцдог.,true
P21,4,AC01,Энэ асуултад «Заримдаа»-г сонго гэсэн заавар.,Зааврын дагуу «Заримдаа»-г тэмдэглэсэн.,true,Заримдаа,true,,false,false,false,false,5,Шууд заавар өгсөн тул сонголт тодорхой.,true
P21,5,IM01,Яг юу хэзээ хийхээ мэдэхгүйгээс төлөвлөгөөгөө эхлүүлээгүй.,Алхах цагаа тогтоогоогүйгээс эхлээгүй.,true,Ховор,true,төлөвлөгөө,false,false,false,false,3,Тэтгэвэрт гарсан ч ач асрах өдрүүдэд төлөвлөхгүй үе гарч болно.,true
P21,6,EE06,Таагүй мэдрэмж төрөхөд хоол идэхгүй өнгөрч чадсан.,Сэтгэл тавгүй үедээ цай уугаад хоол нэмэж идээгүй.,true,Олон удаа,true,таагүй мэдрэмж,false,false,true,false,4,Өөрийгөө сэтгэл хөдлөөд иддэггүй гэж үздэг тул энэ нь түүнд эерэг хариулт мэт санагдана.,true
P21,7,HS06,Биеийн дохио мэдрэгдсэн ч хэзээ идэхээ эсвэл болихоо ашиглаж шийдээгүй.,Өлсөж байгаагаа мэдсэн ч хооллох цагаа шийдээгүй.,true,Ховор,false,биеийн дохио; эхлэх эсвэл зогсох,true,false,false,false,2,Хооллож эхлэх ба зогсох хоёр өөр үйлдлийг нэгтгэсэн тул хариулахад эргэлзээтэй.,true
P21,8,HA06,Дахин давтагддаг нөхцөлд идэхээсээ өмнө сонголтоо санаатай хийсэн.,Өдөр бүр цайны үеэр амттан авах эсэхээ урьдчилж шийдсэн.,true,Олон удаа,true,давтагддаг нөхцөл,false,false,true,false,4,Өдөр тутмын ижил нөхцөлд хоолны сонголтоо бодож хийдэг.,true
P21,9,EC04,Хоолны апп эсвэл сурталчилгаа үзсэний дараа хоол байнга бодогдсон.,Утсаар хоолны зар үзээд хоолны тухай бодсон.,true,Ховор,false,хоолны апп,false,false,false,true,2,Апп ашигладаггүй тул сурталчилгаанд хамааруулж хариулсан; хоёуланг нь мэдэхгүй хүнд тохирохгүй.,true
P21,10,BI01,Биеийн төрхдөө санаа зовоод зураг авахуулахаас зайлсхийсэн.,Гэр бүлийн зураг авахуулахад хойш суусан.,true,Заримдаа,true,,false,false,false,false,4,Биеийн төрхдөө дунд зэрэг санаа зовдог тул хааяа зурагнаас зайлсхийж магадгүй.,true
P21,11,UC05,Бага иднэ гэж бодоод эхэлсэн ч үргэлжлүүлэн идсэн.,Буузнаас цөөн иднэ гэсэн ч дахин идсэн.,true,Ховор,true,багахан,false,false,false,false,3,Зочин ирэхэд хааяа төлөвлөснөөс илүү идэж болно.,true
P21,12,SE04,Хоол ойрхон байхад идэх эсэхээ бодож шийдэж чадна гэдэгтээ хэр итгэлтэй байсан бэ?,Ширээн дээр чихэр байхад авахгүй байхаа шийдсэн.,true,Их итгэлтэй,true,бодож сонгож,true,false,true,false,3,Идэх эсэх болон бодож сонгохыг хамтад нь асуусан ч өөрийн сонголтдоо ихэвчлэн итгэлтэй.,true
P21,13,SE01,Стресстэй өдөр уян хатан хоолны төлөвлөгөөгөө хэрэгжүүлж чадна гэдэгтээ хэр итгэлтэй байсан бэ?,Ач нь өвдсөн өдөр хоолны төлөвлөгөөгөө өөрчилж дагасан.,true,Дунд зэрэг итгэлтэй,false,уян хатан хоолны төлөвлөгөө,false,false,true,true,2,Ийм төлөвлөгөөтэй эсэх нь тодорхойгүй тул итгэлийн асуултад бүрэн тохирохгүй.,true
P21,14,RR05,Төлөвлөгөөнөөсөө зөрсний дараа маргааш нь дүрмээ илүү хатуу болгосон.,Илүү амттан идсэний дараа маргааш нь чихэр бүрэн хориглоогүй.,true,Огт байгаагүй,true,төлөвлөгөөнөөс хазайх,false,false,false,false,4,Хатуу дэглэмийн туршлагагүй тул дараагийн өдөр дүрмээ чангалдаггүй.,true
