persona_code,block_order,item_key,paraphrase_mn,example_situation_mn,recall_period_usable,selected_response,response_options_fit,ambiguous_word_or_phrase,asks_more_than_one_thing,judgmental_or_shaming,socially_desirable_answer_obvious,missing_not_applicable_option,response_confidence_1_5,observable_decision_summary,synthetic_review_only
P17,1,RR02,Зарим хоолыг огт идэхгүй гэж өөртөө дүрэм тавьсан.,Амттанг бүрэн хориглохоор шийдсэн.,true,Олон удаа,true,,false,false,false,false,4,Давтан хатуу дэглэм барьж байсан нөхцөлтэй нийцэв.,true
P17,2,IM04,Өдрийн хуваарь солигдоход төлөвлөгөөгөө бүхэлд нь орхисон.,Асаргааны ажил гарч хоолны төлөвлөгөө алдагдсан.,true,Заримдаа,true,тэр чигтээ,false,false,false,false,3,Асаргааны ажил хуваарь өөрчилж болохоор сонгов.,true
P17,3,EC04,Хоолны апп эсвэл зар харсны дараа хоолны тухай бодол арилаагүй.,Зар дээрх хоолыг харсны дараа хоол бодогдсон.,true,Заримдаа,true,хоол бодогдсоор,false,false,false,false,3,Апп хэрэглэх нь бага ч сурталчилгаа харах боломжтой.,true
P17,4,EE05,Уурлаж эсвэл бухимдсаны дараа идэхийг хүссэн.,Асаргааны ажлын дараа бухимдаад юм идсэн.,true,Заримдаа,true,,false,false,false,false,4,Сэтгэл хөдлөлөөр идэх хандлага дунд зэрэг.,true
P17,5,HS04,Идэж байхдаа таатай хэмжээнд цадсанаа анзаарсан.,Хоолны үеэр хангалттай цадсанаа мэдэрсэн.,true,Заримдаа,true,тав тухтай цадсан,false,false,true,false,3,Идэх үеийн анзаарал тогтмол гэж өгөгдөөгүй.,true
P17,6,BI03,Биеийн төрхөөсөө болоод хүссэн хувцсаа өмсөөгүй.,Арга хэмжээнд өмсөхийг хүссэн даашинзаа сонгоогүй.,true,Олон удаа,true,,false,false,false,false,4,Биеийн төрхөд санаа зовнил өндөр гэж өгөгдсөн.,true
P17,7,SE01,Стресстэй өдөр уян хатан хоолны төлөвлөгөөгөө дагана гэдэгтээ хэр итгэлтэй байсан бэ?,Асаргааны ажил ихтэй өдөр төлөвлөгөөгөө тохируулж чадна гэж бодсон.,true,Бага зэрэг итгэлтэй,true,уян хатан хоолны төлөвлөгөө,false,false,true,false,3,Давтан хатуу дэглэмийн туршлагаас итгэл бага зэрэг гэж сонгов.,true
P17,8,IM05,Нэг удаа алгассан ч дараагийн удаа дахин үргэлжлүүлсэн.,Төлөвлөсөн хоолоо алгассан ч дараагийн хоолноосоо эхэлсэн.,true,Заримдаа,true,нэг удаа алгассан,false,false,true,false,3,Хуваарь алдагдах нь боломжтой ч дахин эхлэхийг дунд зэрэг сонгов.,true
P17,9,BI02,Биеэ харахад эвгүй санагдаад толиноос зайлсхийсэн.,Өглөө хувцаслахдаа толинд харахаас зайлсхийсэн.,true,Олон удаа,true,,false,false,false,false,4,Биеийн төрхөд санаа зовнил өндөр гэж өгөгдсөн.,true
P17,10,UC04,Идэж байхдаа өөрийгөө зогсоож чадахгүй юм шиг санагдсан.,Оройн хоолны дараа идэхээ зогсоож чадахгүй мэт санагдсан.,true,Заримдаа,true,өөрөө удирдаж чадахгүй мэт,false,true,false,false,3,Сэтгэл хөдлөлөөр идэх хандлагад тулгуурлан дунд зэргийг сонгов.,true
P17,11,UC05,Бага иднэ гэж эхлээд дараа нь илүү их идсэн.,Цайны хажууд багахан амттан иднэ гэж бодоод үргэлжлүүлсэн.,true,Заримдаа,true,,false,false,false,false,3,Хооллолтын давтамжийн нарийн мэдээлэл байхгүй тул дунд зэргийг сонгов.,true
P17,12,HA01,Тодорхой цаг эсвэл газарт очоод бодолгүйгээр идэх юм руу гараа сунгасан.,Орой телевизийн дэргэд суухдаа зууш руу шууд гараа сунгасан.,true,Ховор,true,бодолгүйгээр,false,false,false,false,2,Тодорхой цаг эсвэл газрын зуршлын мэдээлэл өгөгдөөгүй.,true
P17,13,EC05,Хоолны тухай бодол хийж байсан зүйлээс анхаарлыг минь сарниулсан.,Ажил хийж байхдаа хоол бодогдоод анхаарал сарнисан.,true,Заримдаа,true,,false,false,false,false,3,Хоол бодогдох тухай хариуг дунд зэрэг сонгов.,true
P17,14,EE04,Ганцаардахад идэх хүсэл нэмэгдсэн.,Гэртээ ганцаараа байхдаа юм идмээр санагдсан.,true,Заримдаа,true,,false,false,false,false,3,Сэтгэл хөдлөлөөр идэх хандлага дунд зэрэг.,true
