persona_code,block_order,item_key,paraphrase_mn,example_situation_mn,recall_period_usable,selected_response,response_options_fit,ambiguous_word_or_phrase,asks_more_than_one_thing,judgmental_or_shaming,socially_desirable_answer_obvious,missing_not_applicable_option,response_confidence_1_5,observable_decision_summary,synthetic_review_only
P22,1,HS01,Маш их өлсөхөөсөө өмнө биеийнхээ шинжийг мэдэрсэн.,Ходоод хонхолзож эхлэхэд хооллох цаг болсныг мэдсэн.,true,Заримдаа,true,биеийн дохио,false,false,false,false,4,Хугацааг санаж чадна харин биеийн дохио гэдэг нь ерөнхий.,true
P22,2,RR05,Төлөвлөснөөс өөр идсэнийхээ маргааш хоолны дүрмээ чангаруулсан.,Айлаас ирээд маргааш нь бага идэхээр шийдсэн.,true,Огт байгаагүй,true,төлөвлөгөөнөөс хазайх,false,true,true,false,4,Хоолны төлөвлөгөө барьдаггүй тул огт байгаагүйг сонгов.,true
P22,3,UC04,Хоол идэхээ өөрөө зогсоож чадахгүй юм шиг болсон.,Амттай хоолноос дахин дахин авч идсэн.,true,Ховор,true,үйлдлээ удирдаж чадахгүй,false,true,true,false,4,Асуулт ойлгомжтой ч хариулахад бага зэрэг эвгүй.,true
P22,4,EE04,Ганцаардахад юм идмээр болсон.,Гэрт ганцаараа орой суухдаа боов идмээр санагдсан.,true,Огт байгаагүй,true,,false,false,false,false,5,Ганцаардалтай холбоотой идэх хүсэл байгаагүй гэж сонгов.,true
P22,5,BI05,Хүмүүс биеийг минь харах байх гэж санаа зовоод хөдөлөөгүй.,Олон хүний дунд дасгал хийхээс татгалзсан.,true,Огт байгаагүй,true,хөдөлгөөн хийх,false,true,true,false,4,Хүмүүсээс биеэ нуух шалтгаанаар хөдөлгөөнөөс зайлсхийдэггүй.,true
P22,6,BI01,Биеийнхээ төрхөөс санаа зовоод зураг авахуулаагүй.,Сумын баяраар зураг авахуулах боломж гарсан.,true,not_applicable,false,зураг авахуулах,false,true,true,true,4,Сүүлийн 14 хоногт зураг авахуулах тохиолдол гараагүй тул давтамжаар хариулах боломжгүй.,true
P22,7,RR02,Зарим хоолыг ер идэхгүй гэж өөртөө дүрэм гаргасан.,Чихэр огт идэхгүй гэж шийдсэн.,true,Огт байгаагүй,true,бүрэн хориглох дүрэм,false,true,true,false,5,Ийм хоолны дүрэм гаргаж байгаагүй гэж сонгов.,true
P22,8,EE01,Сэтгэл түгшсэн үед өлсөөгүй ч юм идсэн.,Санаа зовсон оройдоо өлсөөгүй мөртлөө талх идсэн.,true,Огт байгаагүй,true,стресстсэн,false,true,true,false,4,Стресс гэдэг үг бага зэрэг бүдэг ч ийм тохиолдол байгаагүй.,true
P22,9,HA01,Нэг цаг эсвэл газарт очиход бодолгүй юм авч идсэн.,Зуухны дэргэдэх тавагнаас өнгөрөхдөө боов авсан.,true,Заримдаа,true,тодорхой цаг эсвэл газар,true,false,false,false,4,Цаг ба газар гэсэн хоёр нөхцөл орсон ч жишээ санагдсан.,true
P22,10,HA02,Нэг юм хийсний дараа дагаад иддэг зуршилтай болсон.,Цай чанасныхаа дараа шууд боов иддэг.,true,Заримдаа,false,автоматаар үргэлжилдэг дараалал,false,false,false,false,3,Өгүүлбэрийн автомат дараалал гэсэн хэсэг хүнд боловч зуршлаар ойлгов.,true
P22,11,IM03,Завгүй үед хийх хялбархан арга надад бэлэн байсан.,Ажил давхацвал хурдан бэлдэх хоолны арга бодсон байсан.,true,not_applicable,false,хамгийн жижиг хувилбар,false,false,true,true,2,Юуны жижиг хувилбар гэдэг тодорхойгүй бас завгүй өдөр гараагүй.,true
P22,12,EC03,Хоол гарын дор байсан тул төлөвлөөгүй үед идсэн.,Ширээн дээр боов байхаар хоолны бус цагаар идсэн.,true,Заримдаа,true,ойрхон бэлэн,false,false,false,false,5,Гарын дор байсан хоолноос төлөвлөөгүй идсэн үе санагдсан.,true
P22,13,SE02,Завгүй үед өөрт тохирох хоол сонгож чадна гэж хэр итгэсэн бэ?,Гадуур ажилтай өдөр ямар хоол идэхээ сонгох хэрэг гарсан.,true,not_applicable,false,боломжит хоолны сонголт,false,false,true,true,3,Зав багатай үе гараагүй тул итгэлийн сонголтуудын аль нь ч тохироогүй.,true
P22,14,SE04,Хоол дэргэд байсан ч идэх эсэхээ бодож шийдэж чадна гэж хэр итгэсэн бэ?,Ширээн дээр боов байхад авахгүй байхаар шийдсэн.,true,Их итгэлтэй,true,,false,false,true,false,5,Ойр байсан хоолыг идэх эсэхээ өөрөө сонгож чадна гэж үзэв.,true
