persona_code,block_order,item_key,paraphrase_mn,example_situation_mn,recall_period_usable,selected_response,response_options_fit,ambiguous_word_or_phrase,asks_more_than_one_thing,judgmental_or_shaming,socially_desirable_answer_obvious,missing_not_applicable_option,response_confidence_1_5,observable_decision_summary,synthetic_review_only
P16,1,EE02,"Гуниглах үед хоол идэхээр хэсэг зуур дээрдсэн мэт болсон эсэх.","Ажлын хүнд өдрийн дараа сэтгэл гундуу байсан ч тайвшрахын тулд хоол идээгүй.",true,"Огт байгаагүй",true,"түр тайвшруулна",false,false,true,false,5,"Гуниг ба хоолоор тайвшрах явдлыг 14 хоногоор санаж хариулахад ойлгомжтой.",true
P16,2,EC01,"Өлсөөгүй ч хоол нүдэнд харагдахад идмээр болсон эсэх.","Уулзалтын өрөөнд амттан хараад өлсөөгүй байсан ч авах хүсэл ховор төрсөн.",true,"Ховор",true,"",false,false,false,false,4,"Харагдсан хоолноос үүссэн хүслийг саяхны тохиолдлоор ялгаж болно.",true
P16,3,HS02,"Идмээр санагдах үедээ жинхэнэ өлсгөлөн мөн эсэхийг таньсан эсэх.","Орой оройтож ажиллахдаа идмээр болоход өдрийн хоолноос хойш удсаныг бодож өлссөнөө ялгасан.",true,"Бараг үргэлж",true,"",false,false,true,false,4,"Өлсгөлөн ба идэх хүслийг ялгасан давтамжийг сонгоход боломжтой.",true
P16,4,RR01,"Хоолны дүрмээ жаахан зөрчихөд бүх төлөвлөгөө бүтэлгүйтсэн мэт болсон эсэх.","Төлөвлөөгүй амттан идсэн ч дараагийн хоолоо хэвийн үргэлжлүүлсэн.",true,"Огт байгаагүй",true,"төлөвлөгөө нурсан мэт",false,false,true,false,4,"Бага зөрчлийн дараах бүхэлд нь бүтэлгүйтсэн мэдрэмжийг асууж байна.",true
P16,5,HA05,"Зууш сонгохдоо үнэхээр идмээр байгаа эсэхээ бодоогүй үе байсан эсэх.","Завсарлагагүй хурлын хооронд ширээн дээрх зуушнаас бодолгүй авсан.",true,"Заримдаа",true,"үнэхээр хүсэж байгаа",false,false,false,false,4,"Завгүй үед бодолгүй зууш авсан тохиолдлыг 14 хоногт санаж болно.",true
P16,6,HA03,"Хооллож эхэлснээ хэсэг идсэний дараа л анзаарсан эсэх.","Имэйл уншингаа самар идэж байгаад нэлээд идсэний дараа анзаарсан.",true,"Ховор",true,"хэдийн эхэлсний дараа",false,false,false,false,4,"Анзаарахаас өмнө хэр удаан идсэнийг хэлээгүй ч тохиолдлын давтамжийг сонгож болно.",true
P16,7,SE02,"Завгүй үед өөрт тохирох хоол сонгож чадна гэдэгтээ хэр итгэлтэй байсан эсэх.","Дараалсан уулзалттай өдөр хүргэлтээс өөрт тохирох хоол сонгож чадна гэж үзсэн.",true,"Их итгэлтэй",true,"өөрт тохирох боломжит хоол",false,false,true,false,4,"Тохирох хоолны шалгуур тодорхойгүй ч өөрийн ойлголтоор итгэлээ үнэлж болно.",true
P16,8,HS05,"Цадсан эсэхээ танихад эргэлзсэн үе байсан эсэх.","Ажлын оройн зоог дээр яриандаа анхаараад цадсан эсэхээ нэг удаа эргэлзсэн.",true,"Ховор",true,"",false,false,false,false,4,"Цадсан эсэхэд эргэлзсэн саяхны тохиолдлыг санахад хялбар.",true
P16,9,UC03,"Цадсанаа мэдсэн атлаа цааш идсэн эсэх.","Зоогийн үеэр цадсанаа мэдсэн ч тавагт багахан үлдсэн тул дуусгасан.",true,"Ховор",true,"",false,true,true,false,4,"Цадсаны дараа идсэн явдалд буруутгасан өнгө бага зэрэг мэдрэгдэж болох ч хариулж болно.",true
P16,10,UC01,"Идэж эхэлсний дараа хүссэн мөчдөө болиход хэцүү байсан эсэх.","Амттан идэж эхлээд төлөвлөсөн хэмжээндээ зогсоход нэг удаа хэцүү байсан.",true,"Ховор",true,"хүссэн үедээ",false,true,true,false,4,"Зогсохыг хүссэн мөч тодорхой бус боловч ийм тохиолдлын давтамжийг сонгож болно.",true
P16,11,AC02,"Асуултуудад ижилхэн хариу сонгох ёстой мэт мэдрэмж төрсөн эсэх.","Ойролцоо асуултуудыг уншихдаа өмнөхтэй адил хариулах ёстой мэт түр бодсон.",true,"Ховор",true,"шаардлагатай мэт",false,false,false,false,3,"Ямар асуултуудыг хэлж байгааг бүрэн заагаагүй тул хариулах итгэл арай бага.",true
P16,12,IM03,"Завгүй өдөр ч хийж болох хамгийн хялбар хувилбараа урьдчилан бэлдсэн эсэх.","Уулзалт ихтэй өдөр бэлэн салат захиалах сонголтоо урьдчилан тогтоосон.",true,"Олон удаа",true,"хийх хамгийн жижиг хувилбар",false,false,true,false,3,"Юуны хамгийн жижиг хувилбар болох нь тодорхойгүй ч хоолны нөхцөл гэж ойлгож хариулсан.",true
P16,13,EE06,"Таагүй мэдрэмж төрөхөд хоол идэхгүйгээр давж чадсан эсэх.","Ажлын дарамтаас тавгүйрхэхдээ хоол идэхийн оронд түр алхсан.",true,"Бараг үргэлж",true,"өнгөрөөж чадсан",false,false,true,true,4,"Таагүй мэдрэмж гараагүй өдрүүдэд хэрхэн тооцох нь тодорхойгүй ч тохиолдсон үедээ хариулж болно.",true
P16,14,BI06,"Биеийнхээ талаар эвгүй байсан ч хүссэн зүйлдээ оролцсон эсэх.","Биеийн төрхдөө тухгүй байсан ч хамт олны усан санд очих арга хэмжээнд оролцсон.",true,"Заримдаа",true,"хүссэн үйл ажиллагаа",false,false,true,true,4,"Тавгүй мэдрэмж эсвэл хүссэн үйл ажиллагаа байгаагүй үед тохирох сонголт дутна.",true
