persona_code,block_order,item_key,paraphrase_mn,example_situation_mn,recall_period_usable,selected_response,response_options_fit,ambiguous_word_or_phrase,asks_more_than_one_thing,judgmental_or_shaming,socially_desirable_answer_obvious,missing_not_applicable_option,response_confidence_1_5,observable_decision_summary,synthetic_review_only
P01,1,RR01,Хоолны дүрмээс жаахан зөрөхөд бүх төлөвлөгөө бүтэлгүйтсэн мэт санагдсан.,Найзтайгаа гадуур нэг амттан идсэний дараа хоолны дэглэмээ бүхэлд нь алдсан мэт бодох.,true,not_applicable,false,хоолны дүрэм,false,false,false,true,4,Өмнө нь хоолны дэглэм барьж байгаагүй тул сонголт тохирохгүй.,true
P01,2,UC03,Цадсан гэдгээ мэдсэн ч идсээр байсан.,Оройн хоолны дараа цадсан ч ширээн дээрх үлдсэн хоолноос дахин идэх.,true,Ховор,true,,false,false,false,false,4,Сүүлийн 14 хоногийн энгийн хооллолтоор хариулах боломжтой.,true
P01,3,EE03,Уйдахдаа өөр зүйл хийхийн оронд юм идэж эхэлсэн.,Автобус хүлээхдээ уйдаад дэлгүүрээс жижиг зууш авах.,true,Ховор,true,,false,false,false,false,4,Уйдах үе болон идэх үйлдэл ойлгомжтой.,true
P01,4,HA05,Зууш авахдаа үнэхээр идмээр байгаа эсэхээ бодолгүй сонгосон.,Хичээлийн завсарлагаар өлсөөгүй ч кассны дэргэдэх чипсийг авах.,true,Заримдаа,true,үнэхээр хүсэж байгаа,false,false,false,false,3,Хүсэлтэй эсэхээ яаж бодох нь бага зэрэг тодорхойгүй.,true
P01,5,EC02,Хоолны үнэр идэхээр шийдэхэд нөлөөлсөн.,Метронд ойр талхны газрын үнэр үнэртээд талх авах.,true,Заримдаа,true,,false,false,false,false,5,Үнэр болон идэх шийдвэрийн холбоо тодорхой.,true
P01,6,IM05,Нэг удаа алгассан ч дараагийн удаа буцаад үргэлжлүүлсэн.,Төлөвлөсөн хоолоо нэг удаа алгассан ч дараагийн хоолондоо төлөвлөгөөгөө дагах.,true,not_applicable,false,алгассан,false,false,false,true,4,Тогтсон төлөвлөгөө байхгүй тул сонголт тохирохгүй.,true
P01,7,SE05,Төлөвлөөгүй хооллосны дараа дараагийн удаа буцаад үргэлжлүүлж чадна гэдэгтээ хэр итгэлтэй байсан бэ?,Найзын төрсөн өдөрт бялуу идсэний дараа дараагийн хоолоо төлөвлөснөөрөө идэж чадна гэж бодох.,true,not_applicable,false,дараагийн боломж,false,false,false,true,4,Хоолны төлөвлөгөөний туршлагагүй тул итгэлийн шатлал тохирохгүй.,true
P01,8,EE06,Таагүй мэдрэмж төрөхөд хоол идэхгүйгээр давж гарсан.,Шалгалтын дүнгээс болж санаа зовсон ч хоол авч идэхийн оронд алхах.,true,Олон удаа,true,таагүй мэдрэмж,false,false,true,false,3,Таагүй мэдрэмж өргөн утгатай бөгөөд сайн хариулт мэт сонсогдоно.,true
P01,9,RR06,Төлөвлөснөөс өөр идсэн ч дараагийн хоолондоо ердийн хэмнэлдээ орсон.,Нэг өдөр гадуур хооллосны дараа дараагийн хоолондоо энгийн хооллолтдоо орох.,true,not_applicable,false,хэвийн хэмнэл,false,false,false,true,4,Төлөвлөсөн хооллолтгүй учир хариулах нөхцөл бүрдээгүй.,true
P01,10,BI02,Биеэ харахад эвгүй санагдаад толь харахаас зайлсхийсэн.,Өглөө хувцаслахдаа толинд харахгүй байхыг хичээх.,true,Огт байгаагүй,true,биеэ харах эвгүй,false,true,false,false,5,Өөрийн сүүлийн үеийн үйлдлээр шууд хариулж болно.,true
P01,11,HS04,Идэж байхдаа тав тухтай цадсан үеэ мэдэрсэн.,Өдрийн хоолны үеэр хангалттай болсон гэдгээ анзаараад идэхээ болих.,true,Заримдаа,true,тав тухтай цадсан,false,false,true,false,3,Цадсан мэдрэмж ойлгомжтой ч сайн хариулт мэт санагдаж болно.,true
P01,12,UC01,Идэж эхэлсний дараа хүссэн үедээ зогсоох хэцүү байсан.,Кино үзэж байхдаа попкорн идээд болиод тавихад хэцүү санагдах.,true,Ховор,true,,false,false,false,false,5,Үйлдэл болон хугацаа тодорхой.,true
P01,13,IM04,Өдрийн хуваарь өөрчлөгдөхөд төлөвлөгөө бүрэн тасарсан.,Хичээлийн цаг солигдоход урьдчилан бодсон хоолны цаг бүхэлдээ алдагдах.,true,not_applicable,false,төлөвлөгөө тэр чигтээ,false,false,false,true,4,Тогтсон хоолны төлөвлөгөөгүй тул хамаарахгүй сонголт хэрэгтэй.,true
P01,14,AC01,Энэ асуултад чанар шалгахын тулд «Заримдаа»-г сонгоно.,Асуултын зааврыг уншаад заасан хариултыг тэмдэглэх.,true,Заримдаа,true,,false,false,false,false,5,Заавар тодорхой бөгөөд заасан сонголт байна.,true
