persona_code,block_order,item_key,paraphrase_mn,example_situation_mn,recall_period_usable,selected_response,response_options_fit,ambiguous_word_or_phrase,asks_more_than_one_thing,judgmental_or_shaming,socially_desirable_answer_obvious,missing_not_applicable_option,response_confidence_1_5,observable_decision_summary,synthetic_review_only
P18,1,HS05,"Цадсан эсэхээ сайн мэдээгүй.","Оройн хоолны дараа ханасан эсэхдээ эргэлзсэн.",true,"Ховор",true,"цадсан эсэх",false,false,false,false,4,"Өнгөрсөн хоёр долоо хоногт ийм үе ховор байсныг сонгов.",true
P18,2,AC01,"Энэ асуултад Заримдаа гэж тэмдэглэ гэсэн байна.","Зааврыг уншаад Заримдаа гэсэн хариуг тэмдэглэв.",true,"Заримдаа",true,"хариултын чанар",false,false,false,false,5,"Зааварт нэрлэсэн хариуг шууд сонгов.",true
P18,3,RR06,"Өөрөөр идсэн ч дараагийн хоолноос хуучин хэмнэлдээ орсон.","Тусгай хоолны төлөвлөгөө барьж байгаагүй тул жишээ олдсонгүй.",true,"not_applicable",false,"хэвийн хэмнэл",false,false,false,true,5,"Хоолны төлөвлөгөө байгаагүй учраас тохирох хариулт алга.",true
P18,4,EE04,"Ганцаардах үед идмээр илүү санагдсан.","Гэрийнхэн эзгүй үед ч нэмээд юм идмээр санагдаагүй.",true,"Огт байгаагүй",true,"ганцаардсан мэдрэмж",false,false,false,false,4,"Ийм хүсэл байгаагүй гэж санаж эхний хариуг сонгов.",true
P18,5,UC06,"Хооллож байхдаа зогсоод цааш идэх үү гэж бодсон.","Оройн хоолны дундуур түр амраад дахин идэх эсэхээ бодсон.",true,"Ховор",true,"үргэлжлүүлэх эсэх",false,false,false,false,4,"Ингэж түр бодсон үе цөөн тул Ховор гэж сонгов.",true
P18,6,EC02,"Хоолны үнэрээс болоод идэхээр шийдсэн.","Шинэ чанасан махны үнэр үнэртээд амсахаар болсон.",true,"Заримдаа",true,"анхаарлыг минь татаж",false,false,false,false,4,"Үнэр нөлөөлсөн хэдэн үе санаанд орсон тул Заримдаа гэж сонгов.",true
P18,7,RR01,"Хоолны дүрмээ жаахан зөрөхөд бүх төлөвлөгөө бүтэлгүй мэт болсон.","Өөртөө тогтоосон хоолны дүрэм байгаагүй тул жишээ олдсонгүй.",true,"not_applicable",false,"төлөвлөгөө нурсан",false,false,false,true,5,"Хоолны дүрэм барьдаггүй учраас давтамжийн хариу тохирохгүй.",true
P18,8,EE01,"Стресстэй үед өлсөөгүй ч юм идсэн.","Ажил ихтэй өдөр өлсөөгүй байхдаа нэмээд юм идээгүй.",true,"Огт байгаагүй",true,"стресстсэн",false,false,false,false,4,"Өлсөөгүй үед стрессээс болж идсэн тохиолдол санаанд ороогүй.",true
P18,9,HA03,"Идэж эхэлснээ нэлээд идсэний дараа мэдсэн.","Ажил хийж яваад боорцог идэж байснаа хэсэг өнгөрсний дараа анзаарсан.",true,"Ховор",true,"хэдийн эхэлсний дараа",false,false,false,false,3,"Үг нь жаахан будлиантай ч нэг ховор тохиолдлыг санав.",true
P18,10,IM02,"Их бэлтгэл хэрэгтэй учраас хийх зүйлээ хойшлуулсан.","Тусгай хоолны төлөвлөгөө гаргаж байгаагүй тул жишээ олдсонгүй.",true,"not_applicable",false,"олон бэлтгэл",false,false,false,true,5,"Ямар төлөвлөгөө хэлснийг өөртөө тохируулж чадсангүй.",true
P18,11,SE05,"Нэг удаа өөрөөр идсэн ч дараагийн удаа төлөвлөгөөндөө орж чадна гэж хэр итгэсэн бэ.","Хоолны төлөвлөгөө барьж байгаагүй тул ийм байдлаа үнэлж чадсангүй.",true,"not_applicable",false,"дараагийн боломж",false,false,false,true,5,"Төлөвлөсөн хоол байгаагүй тул итгэлээ сонгох боломжгүй.",true
P18,12,BI06,"Биеэсээ санаа зовсон ч хүссэн зүйлдээ оролцсон.","Биеийнхээ талаар тавгүй байгаагүй тул ийм нөхцөл тохиолдоогүй.",true,"not_applicable",false,"хүссэн үйл ажиллагаа",false,false,true,true,4,"Эхний нөхцөл надад тохиолдоогүй тул давтамж сонгож чадсангүй.",true
P18,13,SE01,"Стресстэй өдөр сонгосон уян хоолны төлөвлөгөөгөө хийж чадна гэж хэр итгэсэн бэ.","Уян хоолны төлөвлөгөө сонгож байгаагүй тул жишээ олдсонгүй.",true,"not_applicable",false,"уян хатан хоолны төлөвлөгөө",false,false,true,true,5,"Ийм төлөвлөгөөгүй учраас итгэлийн түвшин тохирохгүй.",true
P18,14,HS02,"Идмээр болоход үнэхээр өлссөн үү гэдгээ ялгаж мэдсэн.","Орой юм идмээр санагдахад гэдэс өлссөн эсэхээ бодсон.",true,"Заримдаа",true,"идэх хүсэл",false,false,true,false,4,"Өлссөн эсэхээ ялгасан хэдэн үе санаанд орж Заримдаа гэж сонгов.",true
