persona_code,block_order,item_key,paraphrase_mn,example_situation_mn,recall_period_usable,selected_response,response_options_fit,ambiguous_word_or_phrase,asks_more_than_one_thing,judgmental_or_shaming,socially_desirable_answer_obvious,missing_not_applicable_option,response_confidence_1_5,observable_decision_summary,synthetic_review_only
P07,1,HS04,Идэж байхдаа яг таарсан цадалтаа анзаарсан.,Оройн хоолны үеэр гэдэс дүүрэхээс өмнө цадсанаа мэдрэх.,true,Ховор,true,Тав тухтай цадсан,false,false,false,false,3,Цадсан мэдрэмжийг ойлгоно гэхдээ тав тухтай гэдэг нь бүдэг.,true
P07,2,IM04,Өдрийн ажил өөрчлөгдөхөд хийе гэсэн төлөвлөгөө бүрэн зогссон.,Мал хариулах ажил гэнэт сунжраад хийхээр төлөвлөсөн зүйлээ орхих.,true,Олон удаа,true,тэр чигтээ,false,false,false,true,4,Хувьсах ажлын өдөртэй тул нөхцөл нь танил боловч төлөвлөгөө нь тодорхой биш.,true
P07,3,HS06,Биеэс мэдрэгдсэн дохиогоороо эхлэх эсвэл зогсох цагаа шийдэж чадаагүй.,Өлссөнөө мэдсэн ч хооллох цагаа эсвэл идэхээ болихоо шийдэж чадахгүй байх.,true,Ховор,true,Биеийн дохио,true,false,false,false,3,Эхлэх ба зогсох хоёр шийдвэрийг нэг дор асууж байна.,true
P07,4,UC01,Идэж эхэлсний дараа хүссэн үедээ болиход хэцүү байсан.,Махтай хоолноос цадсан ч дахин идсээр байх.,true,Огт байгаагүй,true,,false,false,false,false,5,Нэг нөхцөл ба нэг үйлдлийг тодорхой асууж байна.,true
P07,5,BI04,Биеийнхээ төрхөд санаа зовоод бусадтай хийх зүйлээс татгалзсан.,Наадамд очихоос биеийнхээ төрхөөр санаа зовоод татгалзах.,true,Огт байгаагүй,true,үйл ажиллагаа,false,true,false,false,5,Биеийн төрхийг дурдах нь эмзэг санагдаж болох ч утга нь ойлгомжтой.,true
P07,6,EE04,Ганцаардахад хоол идмээр илүү санагдсан.,Гэрийнхэн эзгүй үед ганцаардаад юм идэхийг хүсэх.,true,Огт байгаагүй,true,,false,false,false,false,5,Ганцаардал ба идэх хүсэлтэй холбосон асуултыг шууд ойлгоно.,true
P07,7,HA05,Зууш сонгохдоо үнэхээр хүсэж байгаа эсэхээ бодоогүй.,Цайны завсарлагаар боов авахдаа хүсэлтэй эсэхээ бодолгүй авах.,true,not_applicable,false,Зууш,false,false,false,true,3,Зууш тогтмол авдаггүй тул тохирох хариулт алга.,true
P07,8,IM01,Яг юу хэзээ хийхээ мэдэхгүйгээс төлөвлөгөөгөө эхлүүлээгүй.,Өглөө хийх ажлаа хэзээ эхлэхээ шийдээгүй учраас хойшлуулах.,true,Заримдаа,true,төлөвлөгөө,false,false,false,true,4,Ерөнхий төлөвлөгөө гэж юу болох нь тодорхойгүй ч нөхцөл танил.,true
P07,9,HA02,Нэг юм хийсний дараа юм идэх нь өөрөө давтагддаг зуршил болсон.,Цай уусны дараа дандаа боов идэх.,true,Ховор,true,Нэг үйлдэл,false,false,false,false,4,Үйлдлийн жишээг өөрөө бодож хариулж болно.,true
P07,10,EC01,Өлсөөгүй ч хоол харахаар идмээр болсон.,Айлаар ороход өлсөөгүй байсан ч ширээн дээрх хоолыг хараад идмээр санагдах.,true,Ховор,true,,false,false,false,false,5,Хоол харах ба идэх хүсэл хоёр тодорхой байна.,true
P07,11,EC04,Хоолны апп эсвэл сурталчилгаа үзсэний дараа хоол бодогдсоор байсан.,Утсаар сурталчилгаа хараад хоолны тухай дахин дахин бодох.,true,not_applicable,false,Хоолны апп,true,false,false,true,4,Хоолны апп хэрэглэдэггүй бөгөөд хоёр өөр өдөөгчийг хамтатгажээ.,true
P07,12,EE02,Гунигтай үед хоол идэхэд түр амардаг гэж санагдсан.,Сэтгэл гундуу өдөр хоол идээд түр дээрдсэн мэт санагдах.,true,Огт байгаагүй,true,түр тайвшруулна,false,false,false,false,4,Мэдрэмж ба хоол идсэний дараах түр мэдрэмжийг ялгаж ойлгоно.,true
P07,13,SE06,Ядарсан ч хийж болох хамгийн жижиг зүйлээ сонгоно гэдэгтээ хэр итгэлтэй байснаа хэлэх.,Ядарсан өдөр богино алхалт хийх шиг хамгийн бага ажлыг сонгож чадах эсэхээ бодох.,true,Дунд зэрэг итгэлтэй,true,хамгийн жижиг хувилбар,false,false,true,true,3,Ямар үйлдлийн хамгийн жижиг хувилбар гэдэг нь тодорхойгүй.,true
P07,14,RR04,Төлөвлөснөөс өөр идсэний дараа тухайн өдрөө хяналтгүй орхисон.,Төлөвлөөгүй боов идсэний дараа үлдсэн хооллолтоо анзаарахаа болих.,true,not_applicable,false,хяналтгүй орхисон,true,true,false,true,3,Идэх төлөвлөгөө барьж байгаагүй тул тохирох хариулт алга.,true
