persona_code,block_order,item_key,paraphrase_mn,example_situation_mn,recall_period_usable,selected_response,response_options_fit,ambiguous_word_or_phrase,asks_more_than_one_thing,judgmental_or_shaming,socially_desirable_answer_obvious,missing_not_applicable_option,response_confidence_1_5,observable_decision_summary,synthetic_review_only
P02,1,EE03,Уйдахаараа өөр юм хийхийн оронд идсэн,Ээлж нам гүм үед хийх ажилгүй болоод амттан авсан,true,Заримдаа,true,,false,false,false,false,4,Уйдсан үеэ санаж давтамжаар сонгож чадна,true
P02,2,IM02,Бэлтгэх юм их байсан болохоор төлөвлөгөөгөө хойшлуулсан,Ажилдаа авч явах хоол бэлтгэх цаггүй тул эхлэх өдрөө хойшлуулсан,true,Олон удаа,true,олон бэлтгэл,false,false,false,false,4,Ээлжийн хуваарьтай үед хойшилсон тохиолдол амархан санаанд орно,true
P02,3,IM01,Хэзээ юу хийхээ мэдээгүй болохоор төлөвлөгөөгөө эхлүүлээгүй,Аль өдөр дасгал эхлэхээ шийдээгүй тул огт эхлээгүй,true,Заримдаа,true,төлөвлөгөө,false,false,false,false,4,Тодорхойгүйгээс эхлээгүй өдрүүдээр хариулсан,true
P02,4,BI05,Хүмүүс миний биеийг харах байх гэж санаа зовоод хөдөлгөөн хийгээгүй,Олон хүнтэй зааланд дасгал хийхээс татгалзсан,true,Огт байгаагүй,true,,false,false,true,false,5,Ийм санаа зовнил байгаагүй тул шууд сонголт хийсэн,true
P02,5,HS06,Биеийн мэдрэмжээ анзаарсан ч хэзээ эхлэх эсвэл болихоо шийдэж чадаагүй,Цадсанаа мэдсэн ч тавагт үлдсэн хоолоо үргэлжлүүлэн идсэн,true,Заримдаа,true,биеийн дохио,true,false,false,false,3,Эхлэх ба зогсох гэсэн хоёр шийдвэрийг нэг дор асуусан,true
P02,6,EE01,Стресстэй үед өлсөөгүй ч идсэн,Ачаалалтай ээлжийн дараа өлсөөгүй мөртлөө чипс идсэн,true,Олон удаа,true,,false,false,false,false,5,Стресстэй холбоотой тодорхой тохиолдлуудыг санаж сонгосон,true
P02,7,RR04,Төлөвлөөгүй юм нэг идчихээд тэр өдрийн үлдсэн хооллолтоо хянахаа больсон,Өдрийн хоолонд төлөвлөөгүй хуушуур идээд орой хүссэнээ идсэн,true,Заримдаа,true,хяналтгүй орхисон,true,true,true,false,4,Нэг удаагийн өөрчлөлт болон үлдсэн өдрийн зан үйлийг хамтад нь үнэлсэн,true
P02,8,HA02,Нэг юм хийсний дараа идэх нь өөрийн эрхгүй дагадаг зуршил болсон,Оройн ээлжээс буугаад гэрт орох бүрдээ зууш авсан,true,Олон удаа,true,нэг үйлдэл,false,false,false,false,4,Ямар үйлдэл гэдгийг өөрөө сонгон санах шаардлагатай ч давтамж өгч чадна,true
P02,9,EC03,Хоол гарын дор байсан болохоор төлөвлөөгүй үед идсэн,Лангуун дээрх амттанаас завсарлагаар төлөвлөөгүй авч идсэн,true,Олон удаа,true,,false,false,false,false,5,Ойр байсан хоолонд татагдсан тохиолдол олон байсан,true
P02,10,SE05,Төлөвлөгөөнөөс зөрсний дараа дараагийн удаа буцаад дагаж чадна гэдэгтээ хэр итгэсэн,Орой төлөвлөөгүй хоол идсэн ч маргааш өглөө төлөвлөгөөндөө орсон,true,Дунд зэрэг итгэлтэй,false,дараагийн боломж,false,false,true,true,3,Төлөвлөгөөнөөс зөрсөн бодит тохиолдолгүй хүнд тохирох сонголт алга,true
P02,11,RR03,Төлөвлөгөөг яг мөрдөөгүй бол бүтэн өдрийг бүтэлгүйд тооцсон,Өдрийн хоол өөр болсноос болж тэр өдөр төлөвлөгөө нурсан гэж бодсон,true,Заримдаа,true,яг дагаагүй,false,true,true,false,4,Хатуу үнэлгээтэй үг боловч тохиолдлын давтамжийг сонгож чадна,true
P02,12,UC06,Идэж байхдаа азнаад цааш идэх үү гэдгээ бодож чадсан,Хоолны дундуур халбагаа тавиад цадсан эсэхээ бодсон,true,Ховор,true,,false,false,true,false,4,Ээлжийн завсарлага богино үед түр зогсдог тохиолдол цөөн байсан,true
P02,13,HS03,Маш их сульдсан хойноо л өлссөнөө мэдсэн,Завгүй ээлж дуусах үед гар салганасны дараа хоол идээгүйгээ анзаарсан,true,Заримдаа,true,бие их сульдсаны дараа л,false,false,false,false,4,Завгүй ажлын өдрүүдийн тодорхой тохиолдлоор хариулсан,true
P02,14,SE04,Хоол ойр байсан ч идэх эсэхээ бодоод сонгож чадна гэдэгтээ хэр итгэсэн,Ажлын ширээн дээр амттан байхад авахгүй өнгөрөхөөр шийдсэн,true,Бага зэрэг итгэлтэй,true,,false,false,true,false,4,Ойр хоолны нөлөөнд амархан ордог тул итгэл бага гэж сонгосон,true
