persona_code,block_order,item_key,paraphrase_mn,example_situation_mn,recall_period_usable,selected_response,response_options_fit,ambiguous_word_or_phrase,asks_more_than_one_thing,judgmental_or_shaming,socially_desirable_answer_obvious,missing_not_applicable_option,response_confidence_1_5,observable_decision_summary,synthetic_review_only
P10,1,EC05,Хоол бодогдоод хийж буй ажилдаа төвлөрөхөд саад болсон.,Ажлын тайлан бичихдээ өдрийн хоол бодогдож анхаарал түр сарнив.,true,Ховор,true,хийж байсан зүйл,false,false,true,false,4,14 хоногт тохиолдсон ховор үеийг санаж сонгов.,true
P10,2,EE02,Гуниглах үед хоол идэхээр хэсэг зуур дээрдэх мэт санагдсан.,Таагүй мэдээ сонссон орой хоол тайвшруулах эсэхийг бодов.,true,Огт байгаагүй,true,түр тайвшруулна,false,false,true,false,5,Ийм мэдрэмжтэй тохиолдол санаанд ороогүй тул огт байгаагүйг сонгов.,true
P10,3,HS01,Маш их өлсөхөөсөө өмнө өлсөж буйгаа биеэрээ мэдсэн.,Өдрийн хоолны өмнө ходоод хоосорч байгааг анзаарав.,true,Олон удаа,true,биеийн дохио,false,false,true,false,4,Сүүлийн хоёр долоо хоногийн олон өдрийг ерөнхийлөн сонгов.,true
P10,4,BI01,Гадаад төрхдөө санаа зовоод зурагт орохоос татгалзсан.,Гэр бүлийн зураг авах үед төрхөөсөө болж хойш суух эсэхээ бодов.,true,Ховор,true,биеийн төрх,false,true,true,false,4,Нэг ховор тохиолдол санаанд орсон тул ховорыг сонгов.,true
P10,5,UC02,Идэхээр төлөвлөснөөсөө их идсэн.,Оройн хоолонд эхэлж бодсоноосоо нэг таваг илүү идэв.,true,Заримдаа,true,анх бодсоноосоо,false,false,true,false,4,Хэд хэдэн тодорхой тохиолдол санагдсан тул заримдаа гэж сонгов.,true
P10,6,IM01,Хэзээ юу хийхээ тодорхойлоогүй учраас төлөвлөгөөгөө эхлүүлээгүй.,Алхах бодолтой байсан ч цаг болон маршрутаа шийдээгүй тул гараагүй.,true,Ховор,true,төлөвлөгөө,false,false,true,false,4,Нэг ховор эхлүүлээгүй тохиолдлыг санаж хариулав.,true
P10,7,SE04,Хоол гарын дор байсан ч идэх эсэхээ бодож шийдэж чадна гэдэгтээ итгэсэн.,Ажлын өрөөнд амттан байхад авахгүй байхаа өөрөө шийдэв.,true,Их итгэлтэй,true,ойрхон,false,false,true,false,5,Ойр байсан идэх зүйлтэй хэд хэдэн үеийг бодоод их итгэлтэйг сонгов.,true
P10,8,HA04,Танил газар очиход бодолгүйгээр идэж эхэлсэн мэт болсон.,Гэртээ ирээд ширээн дээрх зуушнаас дадлаараа авах шахав.,true,Ховор,true,танил орчин,false,false,false,false,4,Автоматаар эхэлсэн мэт нэг ховор үе санагдав.,true
P10,9,BI02,Өөрийн биеийг харахад эвгүй байсан тул толинд хараагүй.,Хувцаслахдаа толинд харахаас зайлсхийх эсэхээ бодов.,true,Огт байгаагүй,true,биеэ харах,false,true,true,false,5,Толин тусгалаас зайлсхийсэн тохиолдол санаанд ороогүй.,true
P10,10,RR02,Зарим төрлийн хоолыг огт идэхгүй гэсэн дүрэм өөртөө тавьсан.,Амттаныг бүрэн хориглох дүрэм гаргасан эсэхээ эргэн санав.,true,Огт байгаагүй,true,зарим хоол,false,true,true,false,5,Бүрэн хориглосон дүрэм байгаагүй тул огт байгаагүйг сонгов.,true
P10,11,EC03,Хоол бэлэн ойр байсан учраас төлөвлөөгүй үедээ идсэн.,Хурал дээр тавьсан жигнэмгийг хооллох бодолгүй байсан ч авав.,true,Заримдаа,true,ойрхон бэлэн,false,false,true,false,4,Хэд хэдэн төлөвлөөгүй идсэн үе санагдсан тул заримдаа гэж сонгов.,true
P10,12,HS03,Бие нэлээд сульдсаны дараа л өлсөж байгаагаа мэдсэн.,Ажилдаа төвлөрсөөр байгаад ядрах үедээ хооллоогүйгээ анзаарав.,true,Ховор,true,их сульдсаны дараа,false,false,false,false,4,Нэг ховор оройтсон анзааралтыг санаж хариулав.,true
P10,13,HA05,Зууш сонгохдоо үнэхээр идмээр байгаа эсэхээ бодоогүй.,Дэлгүүрээс зууш авахдаа хүсэж буй эсэхээ шалгалгүй сагсанд хийв.,true,Ховор,true,үнэхээр хүсэж байгаа,false,false,true,false,4,Нэг ховор бодолгүй сонголт санагдсан тул ховорыг сонгов.,true
P10,14,IM04,Өдрийн хуваарь өөрчлөгдөхөд төлөвлөсөн зүйлс бүрэн зогссон.,Гэнэтийн ажил гарахад оройн алхалтаа цуцалж дахин товлоогүй.,true,Заримдаа,true,тэр чигтээ тасарсан,false,false,true,false,4,Хуваарь өөрчлөгдөж төлөвлөгөө зогссон хэдэн үеийг нэгтгэн сонгов.,true
