persona_code,block_order,item_key,paraphrase_mn,example_situation_mn,recall_period_usable,selected_response,response_options_fit,ambiguous_word_or_phrase,asks_more_than_one_thing,judgmental_or_shaming,socially_desirable_answer_obvious,missing_not_applicable_option,response_confidence_1_5,observable_decision_summary,synthetic_review_only
P05,1,HA06,Давтагддаг үед идэхийнхээ өмнө сонголтоо санаатай хийсэн.,Ажлын цайны цагаар хоолоо урьдчилж сонгосон.,true,Заримдаа,true,Давтагддаг нөхцөл,false,false,true,false,3,Давтагддаг нөхцөл гэдэг нь яг ямар үе болох нь тодорхой биш.,true
P05,2,EC02,Хоолны үнэр намайг идэхээр шийдэхэд нөлөөлсөн.,Оффисын ойролцоох хоолны үнэртээд зууш авсан.,true,Олон удаа,true,,false,false,false,false,4,Үнэр болон идэх шийдвэрийн холбоо ойлгомжтой.,true
P05,3,UC02,Бодсоноосоо их хэмжээгээр идсэн.,Оройн хоолонд төлөвлөснөөсөө илүү порц идсэн.,true,Олон удаа,true,Анх бодсоноосоо,false,false,false,false,4,Эхний төлөвлөсөн хэмжээ нь зарим үед тодорхой санагдахгүй байж болно.,true
P05,4,HS01,Маш их өлсөхөөсөө өмнө биеийнхээ дохиог анзаарсан.,Ажиллаж байхдаа өлсөж эхэлснээ мэдээд завсарласан.,true,Заримдаа,true,Биеийн дохио,false,false,true,false,3,Биеийн дохио нь хүн бүрт өөрөөр ойлгогдож болно.,true
P05,5,EE01,Стресстэй үедээ өлсөөгүй ч юм идсэн.,Ажлын дарамттай өдөр өлсөөгүй мөртлөө чихэр идсэн.,true,Олон удаа,true,,false,true,false,false,5,Нөхцөл болон өлсөөгүй үед идсэн үйлдэл тодорхой.,true
P05,6,HA04,Танил газар очиход идэх хүсэл автоматаар эхэлсэн мэт санагдсан.,Кино театрт ороод шууд попкорн авахыг хүссэн.,true,Олон удаа,true,өөрөө эхэлдэг мэт,false,false,false,false,3,Автоматаар эхэлдэг мэт гэсэн хэллэг нь дүрслэлтэй боловч бага зэрэг бүдэг.,true
P05,7,RR06,Төлөвлөснөөс өөр идсэн ч дараагийн хоолондоо ердийн хэмнэлдээ орсон.,Төлөвлөөгүй амттан идсэний дараа дараагийн хоолоо хэвийн идсэн.,true,Заримдаа,true,хэвийн хэмнэл,false,false,true,false,3,Хэвийн хэмнэл гэдэг нь хувь хүнд өөр утгатай.,true
P05,8,BI04,Биеийнхээ төрхөд санаа зовсноос хүмүүстэй хийх зүйлээс татгалзсан.,Найзуудын уулзалтад өөрийн төрхөөс санаа зовоод очоогүй.,true,Огт байгаагүй,true,,false,true,false,false,5,Үйл ажиллагаанаас татгалзсан эсэхийг тодорхой асууж байна.,true
P05,9,BI01,Биеийнхээ төрхөөс санаа зовоод зураг авахуулахаас зайлсхийсэн.,Ажлын арга хэмжээнд хамт олонтойгоо зурагт ороогүй.,true,Ховор,true,,false,true,false,false,5,Зураг авахуулах үйлдэл тодорхой.,true
P05,10,EC06,Хоол харсан эсвэл үнэртсэн үед анхаарлаа өөр зүйл рүү буцааж чадсан.,Кафены үнэр гарахад ажлынхаа зүйлд дахин төвлөрсөн.,true,Заримдаа,true,,true,false,true,false,4,Хоол харах болон үнэртэх хоёр нөхцөл нэг асуултад орсон.,true
P05,11,AC01,Энэ асуултад «Заримдаа»-г сонгох заавар өгсөн.,Зааврын дагуу гурав дахь сонголтыг тэмдэглэсэн.,true,Заримдаа,true,,false,false,false,false,5,Сонгох хариултыг шууд заасан.,true
P05,12,IM01,Юуг хэзээ хийх нь тодорхойгүй учраас төлөвлөгөөгөө эхлүүлээгүй.,"Дасгалын цаг, газар шийдээгүйгээс эхлээгүй.",true,Заримдаа,true,төлөвлөгөө,false,false,false,true,4,Төлөвлөгөө нь ямар төлөвлөгөө болох нь заагдаагүй бөгөөд байхгүй хүнд тохирохгүй.,true
P05,13,IM02,Олон бэлтгэл хэрэгтэй байсан учраас төлөвлөгөөгөө хойшлуулсан.,Хоол бэлтгэх олон зүйл хэрэгтэй санагдаад эхлэхээ хойшлуулсан.,true,Заримдаа,true,олон бэлтгэл,false,false,false,true,4,Ямар бэлтгэл шаардагдсаныг тодорхойлоогүй бөгөөд төлөвлөгөөгүй хүнд тохирохгүй.,true
P05,14,SE06,Ядарсан үедээ ч хийх боломжтой хамгийн жижиг зүйлийг сонгож чадна гэдэгтээ хэр итгэлтэй байсан бэ?,Ядарсан орой богино алхалтыг сонгож чадна гэж бодсон.,true,Дунд зэрэг итгэлтэй,true,хамгийн жижиг хувилбар,false,false,true,false,3,Хамгийн жижиг хувилбар нь хүн бүрт өөрөөр тодорхойлогдоно.,true
