persona_code,block_order,item_key,paraphrase_mn,example_situation_mn,recall_period_usable,selected_response,response_options_fit,ambiguous_word_or_phrase,asks_more_than_one_thing,judgmental_or_shaming,socially_desirable_answer_obvious,missing_not_applicable_option,response_confidence_1_5,observable_decision_summary,synthetic_review_only
P13,1,EE05,Уурлаж бухимдсаны дараа хоол идэх хүсэл төрсөн.,Хүүхэд болон ахмад хүний хэрэгцээг зэрэг зохицуулсны дараа орой амттан идсэн.,true,Заримдаа,true,,false,false,false,false,4,Өндөр асаргааны ачаалалтай үед бухимдлын дараа хоол идэх тохиолдлыг Заримдаа гэж сонгов.,true
P13,2,RR01,Хоолны дүрмээс жаахан зөрөхөд бүх төлөвлөгөө бүтэлгүйтсэн мэт санагдсан.,Төлөвлөөгүй боов идсэний дараа тухайн өдрийн хоолоо хянах хэрэггүй мэт бодогдсон.,true,Олон удаа,true,төлөвлөгөө нурсан мэт,false,false,false,false,4,Давтан хатуу дэглэм барьж байсан тул бага зөрчлийг том алдаа мэт хүлээж авахыг Олон удаа гэж сонгов.,true
P13,3,HA01,Тодорхой цаг эсвэл газарт очиход бодолгүйгээр хоол руу гараа сунгасан.,Хичээлийн завсарлагаар цайны өрөөнд ороод бэлэн жигнэмэг авсан.,true,Заримдаа,true,бодолгүйгээр,false,false,false,false,4,Тогтмол ажлын завсарлага болон бэлэн хоолтой орчинд ийм үйлдэл Заримдаа гарна гэж сонгов.,true
P13,4,SE05,Төлөвлөөгүй идсэний дараа дараагийн удаа дахин төлөвлөгөөгөө дагаж чадна гэдэгтээ хэр итгэлтэй байсан бэ?,Өдрийн хоолонд өөр зүйл идсэний дараа оройн хоолоо урьдчилан бодсон байдлаар идэж чадна гэж үзсэн.,true,Дунд зэрэг итгэлтэй,true,,false,false,true,false,3,Өмнөх давтан оролдлогууд болон их цагийн дарамтын улмаас итгэлээ Дунд зэрэг гэж сонгов.,true
P13,5,BI03,Биеийн төрхөөсөө болоод өмсмөөр байсан хувцсаа сонгоогүй.,Арга хэмжээнд очихдоо хүссэн даашинзныхаа оронд сул загварын хувцас сонгосон.,true,Олон удаа,true,,false,false,false,false,5,Биеийн төрхийн санаа зовнил өндөр тул хувцаснаас зайлсхийхийг Олон удаа гэж сонгов.,true
P13,6,HS01,Хэт өлсөхөөсөө өмнө биеийнхээ өлсөж буйг анзаарсан.,Хичээл зааж дуусаад маш их өлсөхөөсөө өмнө өдрийн хоол идэх хэрэгтэйгээ мэдэрсэн.,true,Заримдаа,true,биеийн дохио,false,false,true,false,3,Тогтмол ажилтай боловч асаргааны ачаалал их учраас өлсгөлөнг урьдчилж анзаарах нь Заримдаа байна гэж сонгов.,true
P13,7,IM05,Нэг удаа алгассан ч дараагийн боломжид дахин үргэлжлүүлсэн.,Завгүй өдөр төлөвлөсөн алхалтаа алгассан ч дараагийн өдөр нь дахин алхсан.,true,Заримдаа,true,алгассан,false,false,true,false,3,Цагийн дарамттай үед алгасалт гардаг ч дахин эхлэхийг Заримдаа хийдэг гэж сонгов.,true
P13,8,AC02,Асуулт болгонд ижил хариулт сонгох ёстой юм шиг санагдсан.,Өөр өөр асуултад ялгаатай хариулах боломжтой гэж үзсэн.,true,Огт байгаагүй,true,,false,false,false,false,5,Асуултууд тус тусдаа тул нэг хариулт давтах шаардлага мэдрэгдэхгүй гэж сонгов.,true
P13,9,EC05,Хоолны тухай бодол хийж байсан зүйлд анхаарал төвлөрүүлэхэд саад болсон.,Хичээлийн төлөвлөгөө бичиж байхдаа оройн хоолны талаар бодоод ажлаа тасалдуулсан.,true,Заримдаа,true,,false,false,false,false,4,Өндөр хуваарийн дарамт болон хоолны давтан оролдлогын үед хоолны бодол анхаарал сарниулах нь Заримдаа гэж сонгов.,true
P13,10,UC04,Идэж байхдаа өөрийн үйлдлээ хянаж чадахгүй юм шиг санагдсан.,Оройн цагаар зууш идэж эхлээд зогсоох хэцүү санагдсан.,true,Заримдаа,true,өөрөө удирдаж чадахгүй,false,false,false,false,3,Сэтгэл хөдлөлөөр хооллох хандлага дунд зэрэг тул ийм мэдрэмжийг Заримдаа гэж сонгов.,true
P13,11,SE03,Бусадтай хооллохдоо өөрийн хоолны сонголтыг тайван хийж чадна гэдэгтээ хэр итгэлтэй байсан бэ?,Хамт олонтой өдрийн хоол идэхдээ өөрт тохирох порцыг сонгож чадна гэж бодсон.,true,Дунд зэрэг итгэлтэй,true,,false,false,true,false,3,Биеийн төрхийн санаа зовнил болон нийгмийн хооллолтын нөхцөлөөс шалтгаалан итгэлээ Дунд зэрэг гэж сонгов.,true
P13,12,EC03,Хоол ойрхон бэлэн байсан учраас төлөвлөөгүй үедээ идсэн.,Гэрт бэлэн амттан байхад хүүхдэд хоол бэлдэх үеэр идсэн.,true,Олон удаа,true,,false,false,false,false,4,Асаргааны ажлын үеэр бэлэн хоол ойр байх нөхцөл давтагддаг тул Олон удаа гэж сонгов.,true
P13,13,UC03,Цадсанаа мэдсэн ч үргэлжлүүлж идсэн.,Оройн хоолны дараа цадсан ч үлдсэн хоолоо дуусгасан.,true,Заримдаа,true,,false,false,false,false,4,Сэтгэл хөдлөлөөр хооллох хандлага дунд зэрэг тул цадсаны дараа үргэлжлүүлэхийг Заримдаа гэж сонгов.,true
P13,14,RR06,Төлөвлөөгүй идсэний дараа дараагийн хоолондоо хэвийн дэглэмдээ орсон.,Өглөө амттан идсэний дараа өдрийн хоолондоо ердийн хуваарьтаа буцсан.,true,Заримдаа,true,хэвийн хэмнэл,false,false,true,false,3,Давтан оролдлого болон завгүй хуваарийн дунд дараагийн хоолондоо эргэн орох нь Заримдаа гэж сонгов.,true
