persona_code,block_order,item_key,paraphrase_mn,example_situation_mn,recall_period_usable,selected_response,response_options_fit,ambiguous_word_or_phrase,asks_more_than_one_thing,judgmental_or_shaming,socially_desirable_answer_obvious,missing_not_applicable_option,response_confidence_1_5,observable_decision_summary,synthetic_review_only
P12,1,IM01,"Юу хийх, хэзээ хийхээ мэдээгүй болохоор төлөвлөгөөгөө эхлээгүй.","Ажлын цаг сунжраад хоолны төлөвлөгөөгөө хаанаас эхлэхээ шийдээгүй.",true,"Олон удаа",true,"төлөвлөгөө",true,false,true,false,4,"Юу болон хэзээ гэдэг хоёр хэсгийг зэрэг санах шаардлагатай ч давтамжаар хариулж болно.",true
P12,2,EC04,"Хоолны апп эсвэл зар харсны дараа хоол бодогдоод байсан.","Утаснаас бургерын зар хараад жолоо барьж байхдаа тэр хоолыг бодсон.",true,"Олон удаа",true,"хоол бодогдсоор",false,false,true,false,5,"Апп ба сурталчилгаа хоёр өөр өдөөгч боловч бодогдсон давтамжийг сонгоход ойлгомжтой.",true
P12,3,HS05,"Цадсан эсэхээ сайн мэдэхгүй байсан.","Машиндаа хурдан хооллосны дараа хангалттай идсэн эсэхдээ эргэлзсэн.",true,"Заримдаа",true,"цадсан",false,false,false,false,4,"Цадсан гэдгийг өөрийн мэдрэмжээр үнэлэх тул бага зэрэг эргэлзээтэй ч хариулж болно.",true
P12,4,SE04,"Хоол дэргэд байхад идэхгүй гэж бодож сонгохдоо хэр итгэлтэй байснаа асууж байна.","Зорчигчийн үлдээсэн амттан дэргэд байхад идэхгүй байхаар шийдэх.",true,"Бага зэрэг итгэлтэй",true,"бодож сонгож",false,false,true,false,4,"Ойр хоолтой үеийг санаж итгэлээ сонгож болно.",true
P12,5,UC03,"Цадсанаа мэдсэн мөртлөө идсээр байсан.","Оройн хоолонд цадсан ч тавган дээрхийг дуусгасан.",true,"Заримдаа",true,"",false,true,true,false,5,"Нэг тодорхой үйлдлийн давтамжийг асуусан тул шууд сонгож болно.",true
P12,6,RR01,"Хоолны дүрмээ жаахан зөрөхөд бүх төлөвлөгөө бүтэлгүйтсэн мэт болсон.","Дэглэмээсээ нэг удаа зөрж шарсан хоол идээд тэр өдрөө төлөвлөгөөгөө орхисон мэт санагдсан.",true,"Олон удаа",true,"төлөвлөгөө нурсан",false,true,true,false,5,"Өмнө нь өөртөө тавьсан хоолны дүрэмтэй үе олон тул 14 хоногт тоолж болно.",true
P12,7,EE03,"Уйдахаараа өөр юм хийхийн оронд идэж эхэлсэн.","Зорчигч хүлээн машиндаа суухдаа уйдаад зууш нээсэн.",true,"Олон удаа",true,"хийх зүйл",false,true,true,false,5,"Уйдсан үеийн идэлтийг санахад амархан боловч зөв хариу нь илт мэдрэгдэнэ.",true
P12,8,IM04,"Хуваарь өөрчлөгдөхөд төлөвлөгөө бүрэн зогссон.","Гэнэтийн урт захиалга орж ирээд төлөвлөсөн хооллолтоо тэр өдөр дагаагүй.",true,"Олон удаа",true,"тэр чигтээ тасарсан",false,false,true,false,5,"Хуваарь байнга өөрчлөгддөг тул ийм өдрүүдийг 14 хоногоор санаж болно.",true
P12,9,HA04,"Танил газар очиход өөрийн мэдэлгүй идэж эхэлдэг мэт байсан.","Тогтмол зогсдог шатахуун түгээхэд ороод зуршлаараа зууш авсан.",true,"Олон удаа",true,"өөрөө эхэлдэг мэт",false,false,true,false,4,"Танил орчныг жишээгээр ойлгож болох ч үйлдэл өөрөө эхэлсэн эсэхийг ялгах бага зэрэг бүрхэг.",true
P12,10,RR05,"Төлөвлөгөөгөө зөрчсний дараагийн өдөр дүрмээ илүү хатуу болгосон.","Орой их идсэний маргааш нүүрс ус огт идэхгүй гэж шийдсэн.",true,"Заримдаа",true,"дүрмээ улам чангалсан",false,true,true,false,5,"Маргаашийн шийдвэртэй холбоотой тодорхой тохиолдлыг санаж давтамж сонгоно.",true
P12,11,HS02,"Идэх хүсэл төрөхөд үнэхээр өлссөн эсэхээ ялгаж чадсан.","Хоолны үнэр үнэртэхэд ходоод өлссөн үү эсвэл зүгээр хүссэн үү гэж ялгасан.",true,"Заримдаа",true,"идэх хүсэл",false,false,true,false,4,"Өлсгөлөн ба хүсэл хоёрыг ялгасан давтамжийг асуусан ч зарим үед зааг нь тодорхойгүй.",true
P12,12,HA03,"Идэж эхэлснээсээ хойш л идэж байгаагаа анзаарсан.","Жолоо барингаа самар идэж байснаа уут нэлээд хоосорсны дараа мэдсэн.",true,"Олон удаа",true,"хэдийн эхэлсний дараа",false,false,true,false,5,"Автоматаар идсэн тодорхой тохиолдлуудыг 14 хоногоос санаж болно.",true
P12,13,BI04,"Биеийн төрхөөсөө санаа зовоод бусадтай хийх зүйлээс татгалзсан.","Найзуудын усан санд явах урилгыг биеэ харуулахыг хүсээгүйгээс татгалзсан.",true,"Огт байгаагүй",true,"хүмүүстэй хийх үйл ажиллагаа",true,true,true,false,4,"Үйл ажиллагааны хүрээ өргөн бөгөөд санаа зовнил, татгалзлыг хоёуланг нь холбож асуусан.",true
P12,14,BI05,"Бусад хүн биеийг минь харна гэж санаа зовоод дасгал хөдөлгөөнөөс зайлсхийсэн.","Хүнтэй фитнесст биеэ харуулах вий гэж бодоод очоогүй.",true,"Огт байгаагүй",true,"хөдөлгөөн хийх",true,true,true,false,4,"Хөдөлгөөний төрөл өргөн ч зайлсхийсэн эсэхийг хариулж болно.",true
